Team,Conf,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,Seed,Result,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,ADJ_T,WAB
_Indiana,B10,35,27,122.15,99.573,0.913615,58.71,49.8167,19.6272,5.0,16.0,18.9117,37.215,29.2137,33.9246,30.249,56.16,49.0180,41.64,34.3148,40.856,31.242,68.6143,+3.325
_Oregon,P12,37,30,119.111,97.14,0.912716,52.36,48.9113,16.144,1.0,8.0,20.254,34.145,30.5210,40.385,32.074,52.634,46.166,34.4177,36.2256,34.3204,34.1120,68.1166,+6.710
_Vanderbilt,SEC,33,19,115.229,94.313,0.909617,52.948,43.12,16.883,11.0,,14.2343,27.2253,29.3142,39.892,34.4116,50.1108,42.610,38.228,29.42,38.0106,30.631,67.7186,-0.3867
_Texas_A_M,SEC,37,28,113.939,93.31,0.908418,51.2114,47.462,17.4117,3.0,16.0,20.737,34.832,29.2137,38.1131,32.377,51.367,45.654,34.1192,33.396,37.3117,40.1314,67.5206,+5.113
_Duke,ACC,36,25,121.97,100.082,0.907519,53.734,49.514,14.34,4.0,16.0,17.4216,33.258,34.7333,40.679,25.310,51.078,48.9175,38.523,34.0136,39.967,29.618,67.8184,+4.217
_Iowa_St_,B12,35,23,122.16,100.287,0.90682,57.15,49.8167,15.73,4.0,16.0,16.8258,26.2281,30.1190,26.1349,24.96,56.74,49.5204,38.720,33.5107,35.1178,35.6180,71.547,+3.521
_Arizona,P12,34,25,116.822,96.836,0.896821,53.635,46.228,18.2182,6.0,,16.0294,35.030,24.912,43.820,29.337,52.248,45.757,38.136,31.634,29.4305,31.344,68.2164,+3.523
_California,P12,34,23,113.245,93.912,0.896422,52.261,44.34,17.7139,4.0,,14.1346,32.477,25.319,41.752,37.5184,51.174,41.52,36.390,34.7168,33.7219,26.54,67.9178,+2.329
_Seton_Hall,BE,34,25,111.563,92.58,0.895623,49.8174,45.418,19.4259,6.0,,19.582,34.738,30.8229,40.483,33.8106,48.8166,44.325,34.7165,31.735,29.7298,33.093,69.5100,+5.312
_Iowa,B10,33,22,115.627,96.835,0.885225,51.3108,48.08,14.811,7.0,32.0,18.8126,31.998,31.3254,33.0269,25.07,48.7172,48.7163,37.446,31.326,35.5168,38.2276,68.9124,+2.034
_Butler,BE,33,22,119.113,99.879,0.884426,52.653,49.7162,14.57,9.0,32.0,18.6137,32.285,27.571,39.3102,35.8146,49.9118,49.1187,39.314,33.8124,30.5279,36.3210,68.3161,+2.132
_Maryland,B10,35,26,116.024,97.545,0.880028,55.213,46.532,18.9232,5.0,16.0,16.4277,29.1189,29.9180,37.0164,27.014,55.87,45.550,36.2102,32.144,38.399,35.1159,67.1233,+4.018
_Syracuse,ACC,37,23,112.555,94.721,0.878629,50.0161,47.359,18.1176,10.0,4.0,20.447,33.551,35.3337,35.4205,28.023,47.2230,48.1132,36.0113,30.713,42.140,39.7308,64.6325,-0.3066
_VCU,A10,36,25,112.949,95.223,0.87733,51.0127,49.2127,16.355,10.0,32.0,21.418,33.258,27.778,32.2286,36.8170,50.1108,48.6157,35.2146,33.7114,33.3226,30.324,69.4107,+0.0354
_Utah,P12,35,26,116.523,98.457,0.875231,55.115,48.08,18.2182,3.0,32.0,15.3323,29.2185,27.882,37.9137,23.01,55.58,44.532,36.390,37.1297,37.3117,31.958,66.0278,+5.711
_Baylor,B12,33,21,118.915,100.51,0.873432,51.695,51.2235,18.6211,5.0,,19.869,40.04,28.8122,38.6113,38.6213,49.8122,49.1187,37.446,36.9286,28.4321,33.8108,66.5257,+3.522
_Connecticut,Amer,36,25,111.465,94.62,0.867433,51.599,44.56,16.355,9.0,32.0,18.2165,28.6207,29.1135,29.6331,35.4135,49.9118,42.07,36.577,32.664,33.6223,36.2206,65.9280,+1.238
_Pittsburgh,ACC,32,20,114.931,97.952,0.863135,51.1122,50.0177,17.5126,10.0,,16.9253,36.918,27.571,36.1187,32.479,50.499,48.4148,35.0154,35.4210,30.6276,34.4131,65.4305,+1.836
_Cincinnati,Amer,33,22,111.073,94.619,0.861936,49.3199,45.623,16.355,9.0,,20.349,36.720,30.6215,33.2265,27.014,47.7214,41.31,34.8159,35.7233,36.6142,35.2165,65.1313,+0.3645
_Saint_Joseph_s,A10,36,28,115.13,98.759,0.854837,51.2114,48.183,14.34,8.0,32.0,16.1287,28.3218,25.830,37.4154,25.07,52.345,49.2194,32.7255,31.120,35.6163,41.5333,70.086,+3.620
_Texas,B12,33,20,112.851,97.138,0.849539,49.4193,47.769,15.421,6.0,,18.5145,30.7134,32.0281,39.599,38.4203,48.5179,45.861,34.1192,34.5159,36.2151,32.990,65.4303,+3.126
_Wisconsin,B10,35,22,109.593,94.518,0.844441,48.5234,48.183,17.11,7.0,16.0,18.6137,33.160,27.778,38.0133,33.6104,46.6252,44.840,34.9157,37.4305,34.2208,29.014,63.2342,+0.4944
_USC,P12,34,21,114.533,99.88,0.830246,52.261,47.359,16.675,8.0,,16.7261,32.190,31.6264,35.1215,28.329,49.4138,46.683,38.720,32.560,32.2248,34.5137,71.253,+0.2348
_Providence,BE,35,24,110.384,96.329,0.827047,48.0251,49.3133,16.144,9.0,32.0,20.640,30.4146,30.3200,37.3158,28.023,48.0204,49.8218,32.1283,32.352,37.1127,33.196,68.4152,+3.324
_Stephen_F__Austin,Slnd,30,24,111.072,97.037,0.825148,54.817,49.514,17.7139,14.0,32.0,25.91,33.551,30.7224,34.3238,40.2254,54.514,49.7215,36.963,32.877,36.8140,30.732,67.3216,-1.181
_Yale,Ivy,29,22,110.088,96.532,0.81885,52.261,46.741,19.9284,12.0,32.0,17.8190,39.35,24.37,41.752,33.393,51.464,45.550,36.0113,32.769,31.1267,34.3125,65.8285,+0.1052
_Notre_Dame,ACC,36,24,119.014,104.417,0.817551,54.029,49.514,15.318,6.0,8.0,14.8334,32.770,32.1285,32.9273,26.011,52.929,46.580,37.446,36.9286,34.3204,34.4131,64.6328,+2.328
_Michigan,B10,35,22,114.237,100.393,0.816552,54.52,51.4244,14.57,11.0,,17.9187,24.8313,26.447,27.8343,27.014,52.634,51.1264,38.039,34.7168,44.318,36.4215,65.4301,+0.940
_Texas_Tech,B12,32,19,113.742,100.083,0.813454,50.0161,49.6153,17.8151,8.0,,19.0108,31.3119,32.3290,42.242,32.986,49.2147,47.2101,34.6170,35.6225,30.4280,37.8267,66.3263,+1.337
_Dayton,A10,33,25,106.3148,93.611,0.811755,51.695,46.949,18.6211,7.0,,18.0178,28.7202,24.26,40.875,32.883,51.561,43.721,34.4177,34.9181,35.0184,36.8233,67.6197,+2.627
_Northern_Iowa,MVC,35,22,110.78,97.647,0.808856,53.244,48.7105,15.216,11.0,32.0,18.5145,17.7351,27.469,34.1241,24.85,51.367,48.9175,37.252,32.456,42.731,39.1292,62.8346,-2.095
_Colorado,P12,33,21,108.6109,96.228,0.802058,48.424,46.845,18.8223,8.0,,15.4321,34.832,24.810,40.580,35.7141,43.9331,44.325,38.622,35.3203,32.1249,28.812,69.0122,+0.741
_Hawaii,BW,32,26,107.8116,96.026,0.79216,51.977,44.914,18.1176,13.0,32.0,19.869,30.4146,26.447,45.49,40.2254,54.120,44.840,32.2278,30.05,38.885,33.7106,70.562,+1.039
_Oregon_St_,P12,31,18,110.977,99.269,0.782664,49.8174,49.514,16.675,7.0,,19.582,29.0195,32.2287,36.8174,39.3232,46.9245,50.0224,37.446,32.456,31.7258,38.9288,67.1231,+0.3246
_Little_Rock,SB,33,28,108.6108,97.342,0.781066,51.977,45.924,15.627,12.0,32.0,21.025,26.7268,29.5156,31.5301,38.3201,48.9163,45.757,38.228,30.914,35.0184,40.2315,62.9345,+2.230
_Tulsa,Amer,32,20,110.481,100.7104,0.741178,50.3147,48.289,15.627,11.0,,20.447,28.0232,30.5210,39.695,34.6120,51.174,45.044,32.6261,35.9241,36.3149,36.9236,68.5149,-1.182
_South_Dakota_St_,Sum,32,24,111.564,102.0128,0.73618,51.3108,48.08,17.11,12.0,,17.2231,32.477,25.521,40.288,40.2254,49.7128,47.196,36.1108,33.396,37.2124,32.889,68.3162,-1.079
_Temple,Amer,33,21,107.213,98.658,0.724085,47.029,46.431,13.82,10.0,,16.2284,29.1189,29.7168,26.6348,28.733,44.9310,46.372,33.7219,31.223,37.5115,32.269,65.6296,-0.0464
_UNC_Wilmington,CAA,31,23,110.482,101.9127,0.713892,51.2114,47.565,15.937,13.0,,19.965,32.190,30.1190,35.6200,55.2350,51.078,46.166,34.4177,33.9131,33.6223,28.511,70.465,-0.669
_Cal_St__Bakersfield,WAC,30,21,104.6169,96.633,0.713693,49.3199,45.217,18.2182,15.0,,21.517,34.145,29.7168,38.0133,42.1289,48.5179,42.812,34.3184,33.4103,27.1334,33.298,67.5202,-3.4104
_Iona,MAAC,33,22,110.287,103.0142,0.6834105,53.832,48.8109,17.6133,13.0,,19.295,29.2185,31.0236,32.4279,36.3158,52.541,46.064,37.059,35.8239,44.021,36.0200,71.737,-3.3103
_Fresno_St_,MWC,33,23,107.2127,101.1112,0.662211,48.424,48.8109,15.113,14.0,,21.025,30.0160,29.7168,37.7144,46.4330,47.0239,48.4148,34.4177,33.081,30.3282,39.3298,68.9126,-0.773
_Stony_Brook,AE,31,24,105.7157,100.392,0.6466113,52.261,47.667,17.3112,13.0,,18.4154,34.832,26.035,32.2286,27.620,50.788,45.861,37.252,34.1140,28.8316,34.4131,66.9242,-1.077
_Chattanooga,SC,33,27,106.6137,101.8125,0.6296116,51.787,50.5195,18.0167,12.0,,20.254,32.383,29.0129,41.656,30.957,50.788,50.5248,35.6128,33.7114,36.9136,36.0200,66.4261,+0.643
_Middle_Tennessee,CUSA,33,23,104.8167,100.394,0.6236118,51.787,49.4137,17.11,15.0,32.0,19.487,28.7202,25.729,34.9220,42.4293,47.8210,48.0130,39.216,34.7168,35.6163,34.3125,67.6199,-3.0100
_Buffalo,MAC,34,19,106.1151,103.415,0.5752134,49.6187,49.8167,18.8223,14.0,,17.7198,31.8103,28.7120,41.656,37.8190,49.0158,48.8171,33.7219,34.3148,37.2124,35.7185,72.127,-5.6134
_Green_Bay,Horz,34,21,107.9113,105.1183,0.5740136,49.8174,51.525,15.831,14.0,,21.123,30.9129,32.0281,42.242,35.8146,48.5179,50.0224,35.0154,36.3262,31.4262,33.9114,76.45,-4.4117
_Weber_St_,BSky,32,23,102.7198,100.496,0.564414,54.52,47.462,19.6272,15.0,,15.6316,25.9289,25.625,45.77,28.126,55.311,45.246,35.5134,35.6225,41.945,27.26,66.8246,-3.5105
_UNC_Asheville,BSth,32,20,102.3204,100.5101,0.5500145,49.6187,49.3133,18.6211,15.0,,22.210,31.6109,29.3142,41.850,33.089,50.2106,52.1297,32.1283,29.64,30.1291,35.9196,70.183,-6.1143
_Florida_Gulf_Coast,ASun,31,17,103.8183,103.1144,0.5198155,51.599,47.769,17.2108,16.0,,15.9300,31.7105,27.571,37.3158,35.3134,51.561,48.3143,34.2189,31.223,24.7349,36.2206,67.0234,-8.3175
_Austin_Peay,OVC,34,16,104.517,110.0273,0.3575226,51.3108,53.8327,20.2296,16.0,,18.6137,31.998,30.0183,47.03,31.361,51.078,53.3327,34.7165,36.4264,31.8257,39.5303,69.697,-11.1231
_Southern,SWAC,32,19,100.0265,107.0215,0.3142249,48.5234,47.976,16.355,16.0,,19.677,28.1225,31.2245,38.1131,39.9248,47.6219,47.7120,33.8215,32.250,29.7298,36.2206,68.6144,-8.0172
_Hampton,MEAC,31,20,99.3276,108.3245,0.2688265,46.7295,48.6102,18.722,16.0,,16.7261,34.541,27.262,41.366,35.7141,47.3228,47.5109,30.5320,33.8124,34.7194,32.990,71.055,-6.1144
_Holy_Cross,Pat,35,15,98.0296,107.6228,0.2527274,47.9256,53.2311,16.883,16.0,,19.677,23.1332,29.6162,36.1187,33.494,47.2230,52.8318,32.6261,35.7233,40.955,40.8327,63.7337,-14.3286
_Fairleigh_Dickinson,NEC,32,17,104.1177,116.3341,0.2179288,51.2114,52.4292,17.7139,16.0,,21.025,28.4215,35.8341,33.3263,46.9336,49.5131,52.1297,36.484,35.4210,32.8234,36.4215,71.640,-9.7201
