Team,Conf,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,Seed,Result,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,ADJ_T,WAB
_Illinois,B10,34,20,114.925,92.516,0.923212,52.928,45.729,19.2116,9.0,32.0,18.3268,31.7191,31.5130,28.2336,32.769,50.561,45.781,38.720,30.513,31.4212,34.8235,65.2170,+1.436
_Connecticut,BE,41,32,115.818,93.623,0.920113,48.2211,44.511,17.126,3.0,1.0,17.4310,38.77,34.1256,33.8268,26.810,47.7176,42.46,32.9234,32.772,29.3257,32.2155,64.2229,+6.810
_Louisville,BE,35,25,111.848,90.63,0.918214,52.635,44.511,19.0106,4.0,,23.424,34.885,35.2286,29.9323,39.8222,51.531,43.421,36.276,31.122,40.728,33.0184,66.6102,+4.617
_Syracuse,BE,34,26,115.024,93.221,0.917815,53.222,45.221,18.891,3.0,32.0,20.7120,36.634,33.5235,35.9227,29.735,52.912,44.438,35.890,31.122,31.5208,38.5318,64.9185,+6.011
_BYU,MWC,36,31,117.213,95.24,0.915716,51.659,46.762,15.23,3.0,16.0,20.2153,30.8225,28.538,38.1153,33.684,50.272,45.264,35.984,33.3103,37.858,30.595,70.020,+7.28
_Florida,SEC,37,29,116.417,95.442,0.908117,52.145,47.28,18.788,2.0,8.0,19.1226,37.222,30.077,35.7236,27.817,51.724,47.5159,35.2119,31.122,31.7202,33.2193,62.4295,+5.214
_Washington,P10,35,24,118.49,97.157,0.906618,53.717,46.451,16.817,7.0,32.0,20.4139,37.713,31.9156,31.5306,44.0282,52.516,45.368,37.152,32.878,36.383,27.727,70.416,+1.732
_West_Virginia,BE,33,21,115.52,95.238,0.902419,48.5194,45.932,18.891,5.0,32.0,18.6258,40.26,35.5293,40.992,36.0130,47.5184,47.0136,33.7199,29.12,33.5149,32.4160,62.1307,+2.922
_Arizona,P10,38,30,118.78,98.067,0.90042,54.112,48.6136,18.891,5.0,8.0,18.5263,34.0109,29.258,43.643,36.6147,51.040,50.4275,39.79,29.33,36.188,28.340,64.9190,+4.616
_Kansas_St_,B12,33,22,112.641,93.12,0.898721,49.6141,47.383,21.3246,5.0,32.0,22.251,40.94,30.9105,43.147,45.3297,46.4231,45.162,37.541,35.1211,32.8169,28.444,66.890,+2.028
_Utah_St_,WAC,33,29,110.659,91.912,0.894222,52.243,43.45,18.475,12.0,,18.8248,34.0109,26.03,43.445,34.698,51.629,42.610,35.791,30.010,31.3214,33.3197,61.9311,+3.819
_Clemson,ACC,34,22,110.561,91.81,0.893523,50.3105,45.625,20.1172,12.0,,23.231,34.298,32.5189,38.5141,34.8104,49.594,43.624,34.4167,33.197,34.5130,32.4160,63.4257,+0.544
_Cincinnati,BE,35,26,111.453,92.617,0.893224,49.4155,45.831,17.95,6.0,32.0,22.060,38.29,31.0110,38.3149,35.4116,48.8123,44.750,33.8195,32.353,33.6147,29.669,62.7288,+3.220
_UNLV,MWC,33,24,110.757,92.918,0.882225,50.979,46.035,18.681,8.0,,24.015,33.1143,31.7144,39.1126,39.7220,51.531,44.337,33.0229,32.985,30.4240,33.1188,66.5105,+2.823
_Michigan,B10,34,20,112.837,94.833,0.880726,52.341,48.9154,16.211,8.0,32.0,18.8248,25.2329,29.360,26.7343,30.441,51.724,49.4240,35.3113,32.039,43.013,37.5299,61.2321,+1.633
_Gonzaga,WCC,34,24,111.749,94.428,0.873828,52.537,47.28,19.8152,11.0,32.0,20.8113,35.760,28.228,41.776,35.1109,51.922,42.711,36.181,36.9297,28.0283,35.8265,66.698,+0.3647
_St__John_s,BE,33,21,112.246,94.935,0.872129,49.5147,50.8249,18.578,6.0,,24.113,32.5160,33.1213,44.237,40.2230,49.3103,47.6168,33.5208,37.2312,24.1334,40.0329,65.5155,+3.121
_Florida_St_,ACC,34,23,103.7157,88.01,0.868831,49.0175,42.41,22.9312,10.0,16.0,21.963,35.666,30.798,38.1153,36.3136,48.5143,40.01,33.4212,30.614,33.3154,39.7325,67.761,+1.141
_Vanderbilt,SEC,34,23,117.014,99.393,0.868332,52.928,46.035,19.0106,5.0,,17.5303,32.9147,32.1165,45.227,28.019,51.139,45.676,37.152,31.327,38.252,31.5127,66.3116,+1.831
_Marquette,BE,37,22,115.223,97.864,0.867733,51.076,49.9213,18.054,11.0,16.0,20.5134,36.147,33.2214,44.335,28.925,50.561,48.0179,34.9146,35.8247,26.1314,33.9212,66.1124,+0.643
_Belmont,ASun,35,30,111.651,94.934,0.866534,54.21,46.14,19.7143,13.0,,27.32,37.418,32.1165,38.1153,46.2308,52.219,44.130,37.831,33.6118,42.218,30.9100,67.951,+1.140
_Villanova,BE,33,21,114.826,97.863,0.863935,49.5147,46.345,18.054,9.0,,18.2274,35.855,30.283,42.366,36.5141,48.2155,45.368,34.8155,32.039,33.2155,36.0272,64.9186,+1.435
_Butler,Horz,37,27,112.245,96.046,0.857836,49.8129,48.1118,16.92,8.0,2.0,18.9243,33.2139,28.123,37.9164,39.0197,47.9168,48.0179,35.2119,32.249,38.746,35.5253,63.3263,-0.3864
_Georgetown,BE,32,21,113.234,97.054,0.855137,54.112,46.867,20.8221,6.0,,17.5303,33.7119,32.3175,33.4280,37.9173,54.74,45.264,35.3113,33.7124,37.166,29.669,63.6250,+4.218
_Temple,A10,34,26,110.263,94.63,0.853438,50.012,46.345,16.312,7.0,32.0,19.9172,32.1179,28.747,33.8268,26.49,48.7133,43.523,35.3113,35.8247,30.0245,27.423,64.1234,+2.227
_George_Mason,CAA,34,27,112.542,97.156,0.845039,53.222,46.658,17.023,8.0,32.0,20.5134,32.9147,31.3120,38.6139,32.059,50.561,45.573,39.511,32.668,30.9224,33.4199,64.4219,+1.239
_Missouri,B12,33,22,113.73,98.377,0.842441,51.564,49.3181,17.023,11.0,,24.67,33.4131,36.9325,34.3261,40.7240,50.272,48.4195,36.276,34.3163,31.1218,29.256,70.414,+1.337
_Georgia,SEC,33,21,110.065,95.137,0.841943,49.5147,44.817,20.4196,10.0,,18.2274,36.827,31.7144,36.6200,34.7101,48.8123,43.421,34.2176,31.938,25.0327,31.9144,63.2268,+0.1449
_UCLA,P10,34,23,109.273,94.629,0.839844,50.2108,46.345,21.927,7.0,32.0,17.9285,36.147,31.5130,44.335,33.074,50.752,44.233,32.7251,34.7188,29.0261,25.810,65.1172,+1.338
_Penn_St_,B10,34,19,113.135,98.066,0.839545,50.1115,50.7245,17.641,10.0,,18.0281,32.2174,30.283,31.1311,29.126,49.690,48.3192,33.9191,36.5279,36.578,36.9290,59.4337,+1.534
_USC,P10,34,19,107.987,93.624,0.836047,49.9121,46.243,17.846,11.0,,18.4266,29.9259,28.538,35.4244,36.1131,48.5143,44.438,35.4105,33.5115,31.5208,31.5127,61.8315,-1.776
_Xavier,A10,32,24,112.047,97.358,0.834548,51.271,46.555,18.263,6.0,,18.9243,32.4163,27.716,44.532,35.0107,52.020,44.233,32.9234,33.9136,30.9224,35.2247,64.5215,+2.425
_Richmond,A10,37,29,112.344,97.662,0.833549,53.124,45.118,16.312,12.0,16.0,19.4205,28.6286,33.4231,32.3298,29.328,49.982,44.853,39.115,30.614,36.677,29.976,61.9314,+1.830
_Tennessee,SEC,34,19,109.371,95.341,0.828651,47.6234,47.9114,19.8152,9.0,,20.7120,37.811,32.3175,39.7113,37.5165,48.7133,46.8123,30.0322,33.299,30.0245,36.8288,65.7145,-1.169
_Michigan_St_,B10,33,18,109.274,95.239,0.828252,48.6189,47.8107,20.1172,10.0,,18.0281,34.689,28.848,36.6200,38.9196,46.7213,44.853,35.0136,36.3265,33.0161,31.3110,65.1173,+2.029
_Old_Dominion,CAA,34,27,109.966,96.45,0.820154,48.5194,47.383,20.6207,9.0,,19.0236,45.41,28.228,37.6171,27.515,48.1158,42.814,32.9234,36.6285,27.6289,37.8308,60.2331,+2.426
_Texas_A_M,B12,32,23,108.877,96.047,0.808958,49.316,46.658,20.3188,7.0,32.0,20.8113,37.614,29.564,47.315,36.9154,48.6137,46.297,33.8195,31.631,31.3214,33.1188,61.3319,+2.424
_VCU,CAA,40,28,112.64,99.91,0.799561,51.172,49.2172,17.126,11.0,4.0,22.158,30.9219,36.4320,37.0194,34.193,48.0163,48.7205,37.055,33.6118,41.222,30.078,65.1174,-1.979
_Oakland,Sum,34,24,117.91,105.1224,0.788865,55.84,49.5188,18.681,13.0,,16.5326,36.440,32.0161,39.1126,31.145,55.92,47.5159,37.250,36.2260,35.3113,28.745,71.28,+0.3746
_UAB,CUSA,31,22,108.483,96.753,0.787766,50.884,45.932,19.3121,12.0,,19.2219,33.4131,30.693,29.7325,32.464,50.371,45.781,34.2176,31.021,40.531,29.772,61.7316,-0.0759
_Princeton,Ivy,31,24,107.299,98.681,0.723482,52.046,47.176,18.788,13.0,,18.3268,31.1213,26.99,36.7199,35.4116,50.561,46.091,36.957,33.3103,31.0222,26.916,62.4296,-0.1161
_Wofford,SC,34,21,112.343,103.4179,0.720784,53.025,49.8207,18.054,14.0,,20.2153,34.1103,32.4185,42.073,41.5248,50.470,48.8208,40.07,34.8192,26.6308,30.285,63.3261,-4.5110
_Memphis,CUSA,35,25,104.8134,97.36,0.701289,50.5101,46.867,21.927,12.0,,21.385,35.373,35.0277,39.6115,39.1203,51.040,45.676,32.9234,33.092,32.4179,31.3110,67.760,+0.0751
_Indiana_St_,MVC,33,19,103.5165,97.359,0.671596,48.8183,46.345,21.425,14.0,,19.4205,31.2211,30.283,38.0162,45.8306,46.3233,44.542,35.4105,33.299,36.285,33.4199,64.7199,-4.1103
_Bucknell,Pat,34,25,104.3145,98.169,0.66981,50.979,45.423,16.92,14.0,,17.7295,25.2329,29.052,34.1264,35.0107,46.7213,44.130,40.07,31.734,31.5208,36.6284,64.6207,-2.181
_Morehead_St_,OVC,32,22,105.1121,99.899,0.643111,50.695,49.6195,23.3321,13.0,32.0,22.641,41.13,27.818,40.6100,37.8171,49.884,46.3104,34.8155,36.7289,32.9165,37.7304,63.1275,-3.494
_Akron,MAC,35,22,102.9177,99.29,0.6049121,49.6141,46.762,17.538,15.0,,20.5134,28.1295,32.7196,31.2310,38.6190,46.9208,46.091,35.984,32.146,38.154,30.595,65.7146,-5.5127
_LIU,NEC,33,27,107.986,104.32,0.5964124,51.949,48.3126,20.1172,15.0,,19.8179,37.418,32.3175,49.75,26.27,50.945,50.1262,36.181,29.78,31.6205,32.4160,73.53,+0.0052
_Northern_Colorado,BSky,30,19,105.9111,102.7157,0.5891128,49.8129,48.8149,21.626,15.0,,20.1159,35.373,29.052,43.445,43.2270,44.9285,45.987,38.323,35.2214,39.342,41.5337,66.1131,-4.5109
_Saint_Peter_s,MAAC,34,20,94.9293,92.214,0.5835131,45.5305,42.41,22.9312,14.0,,21.670,32.1179,34.3258,38.9129,42.1256,42.7323,40.72,34.4167,30.614,32.2186,31.4119,63.6249,-5.7132
_UC_Santa_Barbara,BW,30,16,102.7183,100.7121,0.555814,51.659,47.383,21.927,15.0,,20.0167,28.2293,31.9156,37.3187,42.3258,49.690,43.116,36.666,36.6285,36.875,35.6259,64.3227,-6.7148
_UNC_Asheville,BSth,31,17,99.8231,100.111,0.4924169,48.9181,47.9114,21.224,16.0,,24.015,31.4203,36.0314,41.875,39.9225,49.0114,46.297,32.2268,34.1154,26.4311,33.4199,68.047,-8.0172
_Boston_University,AE,35,21,103.1174,104.0191,0.4741178,47.3245,46.035,19.0106,16.0,,18.0281,34.1103,34.3258,37.3187,30.239,43.3316,44.438,35.5101,32.458,40.033,37.5299,62.3301,-7.4163
_UTSA,Slnd,31,17,102.9178,105.7231,0.4235192,49.0175,49.1163,19.7143,16.0,,19.9172,29.9259,33.4231,41.189,36.5141,46.5224,48.0179,35.791,33.9136,35.6103,39.3322,66.5106,-9.1192
_Little_Rock,SB,34,17,100.9216,105.8233,0.3664223,47.8228,50.4231,18.054,16.0,,20.8113,29.0277,31.5130,42.562,45.5300,42.4331,50.1262,39.314,34.0147,32.3183,35.1243,63.9241,-10.9219
_Hampton,MEAC,32,23,94.2306,99.392,0.354623,45.9296,43.14,18.054,16.0,,22.837,29.3270,35.9311,41.383,36.3136,44.8290,41.03,32.1271,31.835,35.4110,30.9100,65.6151,-5.4126
_Alabama_St_,SWAC,33,15,92.6318,106.724,0.1645312,44.2324,46.762,23.4323,16.0,,23.329,35.952,33.3221,45.725,52.8338,44.5298,43.827,29.1337,35.7240,31.7202,29.874,63.5252,-12.9266
