Team,Conf,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,Seed,Result,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,ADJ_T,WAB
_SMU,Amer,35,30,120.91,95.129,0.940511,54.631,46.019,16.96,6.0,,18.3185,37.210,26.454,36.0159,24.67,51.098,44.117,40.63,32.135,36.4176,45.5344,63.4332,+6.511
_Wichita_St_,MVC,36,31,118.122,93.216,0.938212,54.234,43.84,16.235,10.0,32.0,19.3124,34.233,24.29,40.450,35.1175,50.7111,42.07,40.210,31.219,36.6169,38.6248,68.6149,+4.224
_Michigan,B10,38,26,124.02,98.663,0.933313,57.06,51.9224,14.24,7.0,16.0,19.5107,24.7304,30.0211,30.1299,27.223,56.37,50.0199,38.528,37.8307,45.117,28.88,62.6343,+3.827
_Saint_Mary_s,WCC,34,29,118.915,94.724,0.931514,57.82,45.312,17.593,7.0,32.0,15.3332,33.155,21.92,27.8332,26.616,56.95,45.433,39.415,30.07,41.456,27.76,59.9350,+4.025
_Oregon,P12,39,33,118.518,94.826,0.928415,55.517,46.427,17.173,3.0,4.0,19.3124,32.470,29.5190,34.4201,26.312,54.521,46.154,38.046,31.219,38.9112,37.6220,67.1232,+6.015
_Cincinnati,Amer,36,30,116.031,93.012,0.927216,52.0102,45.211,15.314,6.0,32.0,20.263,35.522,29.4181,32.5259,29.141,52.158,41.45,34.5189,34.4131,36.1180,37.0204,64.0326,+5.718
_Purdue,B10,35,27,117.324,94.121,0.926017,55.715,47.751,18.3151,4.0,16.0,16.6289,30.8112,24.412,33.3239,22.93,52.746,46.665,40.36,33.277,38.3125,34.087,69.1115,+5.619
_Iowa_St_,B12,35,24,120.611,97.249,0.922518,55.024,49.0101,14.13,5.0,32.0,19.5107,25.7281,31.6276,27.6336,25.610,51.872,47.593,40.012,34.6142,39.3104,35.9162,68.2179,+6.412
_Wisconsin,B10,37,27,115.334,93.114,0.921619,52.197,47.543,17.067,8.0,16.0,19.5107,35.918,25.942,32.9249,28.031,51.195,43.111,35.9127,37.6302,36.9159,33.573,63.0338,+5.121
_Oklahoma_St_,B12,33,20,127.41,103.4149,0.91712,54.039,53.2296,18.2142,10.0,,20.355,38.34,31.9287,37.4116,45.4335,50.4123,52.4289,40.36,36.4256,35.7192,34.9128,71.633,+3.331
_Notre_Dame,ACC,36,26,120.012,97.451,0.917021,53.649,49.1109,14.02,5.0,32.0,18.7159,27.3237,30.8244,28.6326,26.718,50.9103,48.2124,38.433,33.8100,40.674,34.8122,66.9236,+5.916
_Baylor,B12,35,27,117.025,95.028,0.916822,52.575,46.121,20.6306,3.0,16.0,17.1264,39.83,29.4181,33.9221,30.158,52.254,45.024,35.3154,32.241,32.8256,34.7115,63.7330,+7.87
_UCLA,P12,36,31,123.53,100.59,0.914823,59.81,48.788,15.11,3.0,16.0,15.8318,29.1183,28.6152,26.8342,25.49,59.13,45.329,40.63,36.5261,37.6147,35.8161,73.311,+6.710
_Arizona,P12,37,32,118.42,96.542,0.913224,53.746,47.751,16.649,2.0,16.0,17.4244,33.253,26.045,40.547,28.637,51.582,48.4133,39.018,31.014,30.5303,36.4178,65.7286,+7.96
_South_Carolina,SEC,37,26,109.483,90.04,0.903925,47.3304,45.515,18.4159,7.0,4.0,24.34,34.040,31.6276,40.255,44.5330,45.9297,45.433,33.4241,30.611,33.5246,34.8122,68.2177,+1.739
_Butler,BE,34,25,118.519,97.857,0.900426,54.631,50.8185,15.09,4.0,16.0,19.698,27.2240,27.073,37.1128,37.0213,54.521,51.3244,36.694,33.382,37.6147,37.7223,65.9276,+5.520
_Florida_St_,ACC,35,26,116.129,96.237,0.896927,53.746,47.959,16.444,3.0,32.0,19.5107,33.844,29.8203,38.483,37.3219,54.423,45.433,34.7177,34.9163,31.3291,36.1168,71.436,+5.917
_Creighton,BE,35,25,115.235,96.238,0.887928,57.63,49.9138,17.173,6.0,,19.3124,24.2315,29.6193,27.9331,29.346,56.46,50.2211,39.813,33.071,35.9183,36.8197,71.340,+4.223
_Vanderbilt,SEC,35,19,113.144,94.725,0.884529,52.197,48.168,18.2142,9.0,,16.1311,24.8302,27.073,34.8187,30.766,48.1226,46.873,37.658,33.8100,48.66,33.056,65.7290,+0.0854
_Marquette,BE,32,19,122.57,102.9129,0.88153,57.54,52.2239,17.381,10.0,,18.3185,27.1246,29.2173,31.0283,35.7189,52.746,50.6224,42.91,36.8271,41.554,34.297,70.276,+0.649
_Wake_Forest,ACC,33,19,123.04,103.7157,0.877331,54.136,52.7269,16.444,11.0,,16.2305,30.7119,27.7104,40.743,38.0228,52.158,52.1272,38.528,35.8214,35.7192,38.8256,70.759,+1.345
_Kansas_St_,B12,35,21,112.946,95.33,0.876332,52.768,49.6122,19.1219,11.0,,22.118,29.5163,32.3296,41.135,33.4129,51.872,45.540,36.2111,38.2322,36.3178,34.087,65.8281,+1.640
_Miami_FL,ACC,33,21,111.46,94.12,0.874533,51.0153,47.648,19.5243,8.0,,18.3185,33.451,28.2127,34.3206,28.739,49.8152,46.665,35.6138,33.071,32.6264,34.7115,63.3336,+2.932
_Rhode_Island,A10,35,25,112.054,95.027,0.870134,50.8165,45.09,16.444,11.0,32.0,19.4117,32.863,29.7200,39.273,45.0334,51.293,45.433,33.3247,29.55,32.3271,30.017,66.4263,+0.4850
_Xavier,BE,38,24,116.327,98.964,0.865835,51.9106,51.6214,18.4159,11.0,8.0,17.5233,34.530,25.533,41.135,33.4129,52.064,52.5291,34.5189,33.486,36.1180,39.5283,67.0233,+1.642
_Minnesota,B10,34,24,110.17,93.919,0.862336,48.7242,45.11,16.13,5.0,,17.6222,29.7154,30.2222,39.668,29.243,47.5252,44.521,34.3198,30.913,29.9315,33.261,69.5100,+3.728
_Michigan_St_,B10,35,20,112.349,95.834,0.861137,54.039,46.729,20.5304,9.0,32.0,15.9316,29.2180,27.386,33.5231,34.7166,52.942,44.117,37.368,34.6142,38.0136,32.649,66.8246,+0.3851
_Northwestern,B10,36,24,111.957,95.835,0.855439,49.7206,46.121,16.025,8.0,32.0,17.9206,30.8112,30.6235,30.5296,36.1197,48.8194,44.015,34.2204,33.382,35.6195,34.5108,65.5297,+2.035
_Maryland,B10,33,24,114.139,98.965,0.838142,52.482,47.543,19.0213,6.0,,18.0201,30.4127,32.3296,38.581,32.6108,51.098,45.641,36.3106,34.2119,41.163,32.954,67.2223,+3.729
_Virginia_Tech,ACC,33,22,119.014,103.5151,0.834144,56.97,51.0191,17.278,9.0,,16.5298,23.4324,30.5231,40.940,27.326,54.619,49.0155,40.36,36.3247,39.793,35.9162,68.7141,+3.330
_Middle_Tennessee,CUSA,36,31,112.152,97.653,0.831946,54.136,47.959,15.616,12.0,32.0,19.887,30.1140,23.84,30.0302,38.2230,53.629,47.181,36.984,32.864,30.1308,35.4142,64.4317,+2.234
_Arkansas,SEC,36,26,115.533,100.892,0.828248,51.4126,47.856,16.649,8.0,32.0,18.5172,31.975,34.2332,38.191,39.1252,50.0142,46.770,36.5100,33.277,29.5320,36.7192,69.698,+3.926
_Dayton,A10,32,24,111.858,97.959,0.82275,53.649,47.751,16.96,7.0,,20.936,25.6285,27.491,43.410,35.2179,51.098,47.285,38.433,32.345,38.3125,39.5283,68.2174,+1.641
_Providence,BE,33,20,108.991,95.431,0.820251,51.4126,49.6122,18.4159,11.0,,20.355,26.4270,28.6152,38.191,30.563,49.1182,49.9195,37.173,32.864,35.9183,34.3101,66.3266,+0.648
_Seton_Hall,BE,33,21,109.775,96.644,0.811852,49.9196,49.0101,19.5243,9.0,,17.5233,35.719,25.430,37.6110,36.1197,49.6160,48.0119,33.8226,34.1114,30.7299,33.573,67.5214,+2.633
_Nevada,MWC,35,28,114.737,101.6109,0.800855,52.575,48.377,15.515,12.0,,15.9316,30.4127,26.352,41.332,28.235,49.2176,49.3165,38.240,31.014,40.278,35.4142,69.797,+1.837
_Princeton,Ivy,30,23,108.696,96.34,0.798658,53.259,48.788,15.211,12.0,,20.263,24.1320,24.720,24.4350,32.091,50.5120,46.978,37.658,34.5136,46.211,36.7192,62.8342,-0.2863
_VCU,A10,35,26,108.892,96.846,0.793161,51.0153,47.543,17.8109,10.0,,21.032,31.395,27.596,36.4145,40.9292,51.582,46.052,33.1258,33.8100,29.4322,31.530,68.8131,+1.443
_USC,P12,36,26,114.138,101.6106,0.792662,52.294,50.115,15.719,11.0,32.0,17.9206,31.0108,31.4268,36.8138,24.05,51.098,47.285,36.2111,36.8271,36.6169,36.5183,68.7136,+1.444
_UNC_Wilmington,CAA,35,29,118.816,105.9203,0.789163,55.024,53.2296,13.91,12.0,,20.168,32.568,28.5141,30.8287,39.6264,55.710,54.2326,36.1116,34.0112,41.949,29.514,70.177,+1.738
_Vermont,AE,35,29,111.062,99.069,0.787564,55.319,48.684,17.067,13.0,,19.698,29.8150,27.177,34.3206,26.515,55.513,46.978,36.791,34.9163,31.9282,30.421,64.5314,+0.946
_East_Tennessee_St_,SC,35,27,108.21,98.061,0.757971,55.814,48.788,20.8313,13.0,,22.019,30.1140,27.491,42.814,38.2230,55.015,45.742,38.240,35.4189,35.3205,39.4277,70.179,-0.666
_Bucknell,Pat,35,26,109.187,99.881,0.734477,55.319,48.064,18.9208,13.0,,19.792,26.8261,27.9114,37.2126,33.1119,54.324,46.562,37.949,34.2119,38.4122,31.327,70.083,-2.082
_New_Mexico_St_,WAC,34,28,110.368,103.3148,0.678192,52.768,47.959,19.5243,14.0,,19.1138,35.621,28.5141,43.311,35.2179,54.225,49.1159,33.5235,30.39,39.0109,32.545,67.7206,-0.1262
_Florida_Gulf_Coast,ASun,34,26,108.893,104.3173,0.6191113,53.942,49.3116,17.9117,14.0,,17.4244,33.844,29.6193,33.8225,35.9192,55.414,51.0234,33.7228,31.014,32.1279,37.6220,65.8283,-1.675
_Winthrop,BSth,33,26,106.313,102.2116,0.6112114,53.552,46.729,17.8109,13.0,,18.6164,26.3272,28.4137,38.289,34.5162,50.9103,45.951,37.949,32.135,43.528,35.5145,70.952,-1.776
_Iona,MAAC,35,22,110.269,106.7215,0.5918126,53.455,50.0145,16.547,14.0,,18.0201,27.0255,32.1290,31.0283,33.4129,49.3173,47.7107,39.714,36.1232,40.084,35.5145,70.467,-5.6125
_Troy,SB,37,22,109.679,107.3225,0.5610138,51.6116,50.115,17.8109,15.0,,17.6222,30.8112,29.8203,40.157,32.8115,50.9103,49.5172,35.1162,34.1114,40.376,39.7288,68.0191,-7.9172
_Northern_Kentucky,Horz,35,24,106.5125,105.0186,0.5411144,52.482,49.7128,18.8199,15.0,,17.0268,31.298,26.454,36.5144,30.563,51.679,50.2211,35.7133,32.447,42.441,33.573,67.9195,-4.8110
_Kent_St_,MAC,36,22,105.1158,103.716,0.5367145,48.2267,50.115,17.9117,14.0,,19.0143,38.15,29.8203,32.5259,34.3160,48.5204,48.5137,31.7310,35.3183,34.9214,35.3139,68.2183,-7.0153
_North_Dakota,BSky,32,22,103.9176,103.415,0.5135157,53.455,50.718,18.3151,15.0,,19.698,26.0279,27.8109,36.1155,39.7268,51.487,50.0199,38.725,34.8158,30.2307,32.139,71.146,-5.2119
_Jacksonville_St_,OVC,35,20,105.4149,105.1188,0.5083162,52.674,49.4117,20.7309,15.0,,16.6289,31.298,28.5141,33.4233,34.4161,50.8109,45.125,37.270,37.8307,36.7165,37.0204,63.7331,-7.9171
_North_Carolina_Central,MEAC,34,25,102.3214,102.0113,0.5083163,51.3136,45.312,17.8109,16.0,,19.887,31.685,31.2256,34.2213,28.031,52.746,46.154,32.7269,29.23,38.2131,35.6152,66.7253,-5.0113
_South_Dakota_St_,Sum,35,18,109.09,110.629,0.4590184,53.259,53.8311,18.4159,16.0,,16.2305,27.1246,28.9162,39.961,27.122,52.746,52.4289,35.8130,36.9278,45.614,46.0347,67.1231,-9.7202
_New_Orleans,Slnd,32,20,100.6246,102.1115,0.4584185,50.2184,50.3157,23.7349,16.0,,22.413,36.117,32.6310,42.814,34.7166,51.679,51.8259,30.7327,31.932,24.8348,36.7192,66.3267,-6.2141
_Mount_St__Mary_s,NEC,36,20,99.8262,102.5123,0.42502,51.0153,49.9138,19.2223,16.0,,21.722,23.1327,34.8337,32.4264,32.6108,49.4167,49.5172,35.8130,34.1114,36.9159,27.45,66.9238,-7.8168
_UC_Davis,BW,36,23,98.3286,101.6108,0.4062204,48.4255,48.788,20.3289,16.0,,19.698,29.1183,28.3133,40.842,33.1119,46.9274,48.5137,34.5189,32.657,31.4290,36.5183,69.0121,-7.4162
_Texas_Southern,SWAC,35,23,101.8221,107.3228,0.3526225,48.1271,49.1109,16.649,16.0,,19.2133,31.783,34.9338,44.38,32.3101,50.0142,49.3165,29.6340,32.552,34.4231,28.57,68.6146,-4.3102
