Team,Conf,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,Seed,Result,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,ADJ_T,WAB
_Murray_St_,OVC,33,28,111.548,99.688,0.784459,54.823,46.52,17.28,12.0,32.0,19.4108,32.058,30.7269,33.5170,27.437,56.210,48.388,34.9142,28.93,36.6229,35.880,68.7116,+1.341
_Temple,Amer,33,23,110.362,98.774,0.78076,49.9208,50.6163,15.721,11.0,,20.656,26.9223,29.2221,32.5196,33.9210,50.1181,51.5235,33.0240,32.983,37.4206,38.3170,68.7115,+2.036
_Arizona_St_,P12,34,23,109.674,98.772,0.769164,50.6174,48.57,18.7186,11.0,,19.0137,31.769,26.9109,43.83,38.6304,50.8146,47.359,33.6212,33.4113,35.5257,43.5316,70.358,+0.2349
_Seton_Hall,BE,34,20,108.886,98.161,0.766865,49.9208,49.6122,17.5108,10.0,,19.886,29.5126,29.2221,34.5134,32.8178,50.6157,48.7106,32.4265,34.0146,36.7226,40.2235,68.9106,-0.2957
_UC_Irvine,BW,37,31,108.31,98.669,0.745571,51.3139,44.15,17.5108,13.0,32.0,16.7284,33.729,27.0115,28.7284,33.0187,50.1181,40.71,35.993,33.9141,32.4320,33.426,65.0299,+0.945
_Liberty,ASun,36,29,110.265,100.6103,0.740972,55.91,48.986,17.28,12.0,32.0,20.559,25.2270,26.491,26.7315,32.7175,56.48,48.388,36.857,33.3103,42.875,37.0120,62.0350,-0.4358
_Vermont,AE,34,27,108.2101,99.076,0.735375,52.693,48.778,16.861,13.0,,19.1128,27.3209,22.23,35.987,27.540,51.6104,46.332,35.993,35.1216,41.0109,37.7150,65.3290,-0.863
_Yale,Ivy,30,22,111.647,103.5153,0.702882,55.614,47.33,17.8122,14.0,,15.2334,26.3240,24.625,30.1259,31.1127,56.012,47.871,36.567,31.027,35.3262,37.8156,70.842,-0.762
_St__John_s,BE,34,21,108.398,100.6104,0.699784,51.9117,50.7165,14.36,11.0,,21.236,21.8338,29.4228,29.5272,39.7320,50.7151,50.3179,35.898,34.2160,38.5177,42.2290,70.940,-1.165
_Northeastern,CAA,34,23,110.266,103.5151,0.671998,56.55,52.1233,16.653,13.0,,16.7284,22.7328,24.625,34.3140,27.846,55.813,53.0283,38.216,33.7128,46.420,35.986,66.2243,-2.682
_Northern_Kentucky,Horz,35,26,108.983,102.3134,0.670599,54.627,49.11,17.8122,14.0,,18.4173,30.697,26.075,34.8119,35.2236,55.024,49.9156,36.089,32.047,41.3101,39.0190,68.2137,-2.072
_Saint_Louis,A10,36,23,102.3212,96.743,0.6568108,46.7324,46.927,19.323,13.0,,19.4108,36.012,25.143,39.429,33.5200,47.2281,46.741,30.4335,31.431,32.9315,37.6148,66.3238,-3.089
_Georgia_St_,SB,34,24,107.7113,102.2131,0.6463114,53.749,50.3153,16.443,14.0,,21.042,23.0323,33.8338,35.4101,30.9124,51.2127,51.2219,38.121,32.877,43.558,45.7338,69.771,-1.166
_Old_Dominion,CUSA,35,26,100.2258,95.732,0.6309122,47.1313,45.614,17.8122,14.0,,18.5163,32.156,24.832,28.9281,32.4163,44.0345,43.67,34.9142,32.464,37.3209,40.5245,64.6319,-1.669
_Colgate,Pat,35,24,110.264,106.422,0.5997135,55.91,50.7165,19.323,15.0,,17.8220,30.2103,27.1123,28.4292,28.254,53.550,50.5190,39.57,33.9141,41.4100,40.9261,66.6228,-4.1111
_Montana,BSky,35,26,107.3123,104.1163,0.5861136,56.18,50.1143,17.39,15.0,,19.2120,27.4203,24.938,31.6224,37.3282,55.618,49.3136,37.830,34.4175,38.3180,36.194,66.3237,-3.090
_Bradley,MVC,35,20,102.122,101.5113,0.5167153,49.722,47.636,18.8194,15.0,,18.4173,26.7230,26.7102,36.377,35.6244,46.5301,46.537,37.048,32.877,35.3262,39.4207,64.9302,-7.6165
_Abilene_Christian,Slnd,34,27,102.0224,101.6115,0.5120154,51.9117,49.8132,17.39,15.0,,23.39,27.0218,28.5186,34.0150,38.3299,49.5204,49.8153,37.734,33.3103,34.5282,33.118,65.5285,-2.579
_Gardner_Webb,BSth,35,23,107.1128,107.6242,0.4868167,54.823,50.516,17.174,16.0,,18.2180,22.4330,31.3286,38.342,27.642,53.648,50.4187,37.734,33.7128,37.6195,44.9331,67.2195,-4.9121
_North_Dakota_St_,Sum,35,19,107.7114,110.0283,0.4402192,53.555,53.63,15.721,16.0,,14.4351,20.7345,25.969,32.2204,26.524,52.191,52.6271,36.761,37.0303,48.011,35.567,64.9303,-8.4178
_Iona,MAAC,33,17,106.3138,109.7276,0.4123202,53.074,52.3249,17.39,16.0,,18.5163,25.1272,30.7269,36.868,28.566,53.257,50.3179,35.1129,36.6290,44.539,42.4295,70.547,-10.2211
_Prairie_View_A_M,SWAC,35,22,102.9201,106.5223,0.4017207,49.0254,51.2192,17.4102,16.0,,24.71,29.7117,34.3341,43.15,46.2349,49.2217,53.7310,32.4265,31.228,33.8298,36.088,70.646,-6.9154
_Fairleigh_Dickinson,NEC,35,21,105.7149,111.2299,0.3582224,54.237,52.0228,19.7257,16.0,,20.271,29.5126,33.2334,35.794,29.481,51.0137,51.3224,40.15,35.3224,35.3262,38.5179,66.7223,-9.2197
_North_Carolina_Central,MEAC,34,18,99.2277,109.1268,0.2513291,49.9208,49.9133,22.7338,16.0,,17.5235,34.818,26.9109,33.5170,31.4136,51.3120,50.9210,31.5304,32.047,36.6229,34.134,64.9304,-10.8221
