Team,Conf,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,Seed,Result,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,ADJ_T,WAB
_Oklahoma,B12,36,30,118.64,94.338,0.933413,55.26,45.838,20.1141,2.0,8.0,18.3303,36.946,31.9133,46.54,28.821,56.64,43.022,35.1117,33.9151,34.5127,35.4254,67.0110,+7.46
_Villanova,BE,38,30,114.622,91.214,0.932314,50.897,47.386,19.07,3.0,4.0,21.7107,36.160,29.958,41.939,38.7229,49.893,45.057,35.2114,33.7132,32.0194,41.5341,67.586,+6.010
_Syracuse,BE,37,27,117.11,93.533,0.929815,54.416,46.764,20.8186,3.0,16.0,19.2253,35.966,35.3271,39.392,26.210,55.45,48.1164,34.9124,29.67,32.6176,37.9301,70.127,+5.911
_Arizona_St_,P10,35,25,118.06,94.64,0.927316,56.42,47.077,18.655,6.0,32.0,19.5232,29.1276,30.063,38.7107,30.949,57.12,46.598,37.056,31.945,45.311,36.7287,59.7331,+4.716
_Purdue,B10,37,27,110.159,88.85,0.922817,50.0125,44.19,17.316,5.0,16.0,22.470,29.4271,31.8127,33.2253,31.357,49.0126,41.810,34.7131,32.884,34.0141,30.591,66.6133,+3.920
_Washington,P10,34,25,112.437,90.812,0.921618,48.8174,46.867,20.1141,4.0,32.0,20.2188,41.93,31.095,44.320,33.3100,48.4148,45.469,33.8173,33.4116,20.3342,28.839,72.410,+4.915
_Marquette,BE,35,25,117.38,95.955,0.910419,51.283,50.9251,16.711,6.0,32.0,21.5119,35.092,30.679,45.411,30.136,50.770,50.3264,34.7131,34.7193,34.6124,34.7233,68.172,+3.422
_BYU,MWC,32,24,113.826,93.636,0.90462,54.811,45.941,16.58,8.0,,20.1191,28.3297,25.74,35.2202,36.3170,53.614,46.392,38.133,30.213,33.6151,34.3219,69.049,+2.334
_Xavier,A10,35,27,109.963,90.811,0.900521,52.262,43.77,21.7229,4.0,16.0,18.4298,36.946,27.817,45.312,33.296,48.8133,41.68,39.414,32.460,33.0164,30.8106,66.1147,+2.925
_Clemson,ACC,32,23,116.614,96.566,0.898822,52.845,48.3125,20.2148,7.0,,24.413,39.811,37.1314,31.5289,32.580,51.062,46.081,37.447,35.9266,34.7121,28.732,68.073,+2.826
_Texas,B12,35,23,112.339,93.026,0.897623,48.5189,46.043,18.655,7.0,32.0,20.0194,39.219,32.7170,38.6108,36.6180,48.2157,43.529,32.8229,34.3170,24.5326,30.9107,65.3179,+2.629
_USC,P10,35,22,110.062,91.516,0.893024,50.897,46.349,21.221,10.0,32.0,19.9197,37.336,31.1102,42.236,32.783,51.357,44.135,32.6234,33.6127,21.5339,34.6230,63.9249,+2.533
_Illinois,B10,34,24,106.2102,88.44,0.891925,51.186,44.21,19.493,5.0,,21.6113,30.2253,32.7170,22.5344,26.712,50.575,44.135,35.0119,29.67,28.8274,31.6122,62.7289,+3.821
_Wake_Forest,ACC,31,24,111.943,93.431,0.888226,52.456,45.23,21.1201,4.0,,20.9148,36.160,31.095,43.524,32.783,53.614,45.057,32.0261,30.417,21.3340,35.2248,72.59,+5.213
_Oklahoma_St_,B12,35,23,116.912,97.881,0.886027,54.02,50.2219,17.014,8.0,32.0,20.8152,28.2301,31.2108,39.490,41.3273,51.452,49.4229,38.425,34.5178,41.325,33.9207,69.437,+2.728
_Wisconsin,B10,33,20,112.24,94.844,0.874829,49.9131,48.9155,16.69,12.0,32.0,19.4237,31.3221,25.85,34.6211,34.1122,47.7179,49.0213,36.085,32.671,35.1108,30.591,59.3334,+0.3447
_Tennessee,SEC,34,21,115.32,97.573,0.87363,50.994,50.6239,18.655,9.0,,21.1135,37.930,31.095,36.7165,36.8183,52.924,50.7273,31.5279,33.7132,34.6124,37.3297,68.368,+1.338
_Utah,MWC,33,24,110.258,93.328,0.871731,54.613,45.129,21.0197,5.0,,15.9341,27.6312,25.63,39.295,36.3170,54.19,42.518,37.056,34.9210,38.453,26.412,64.9205,+2.827
_California,P10,33,22,116.813,99.4117,0.864532,54.02,49.0157,18.029,7.0,,18.5293,32.5174,30.885,34.3219,33.093,50.381,47.7143,42.71,34.9210,26.6306,27.822,66.3137,+3.224
_Ohio_St_,B10,33,22,112.733,96.26,0.861433,54.811,47.7101,21.1201,8.0,,21.3126,28.2301,34.1230,38.3122,24.64,53.911,44.642,37.545,34.8202,35.695,40.6332,63.0282,+3.223
_Florida_St_,ACC,35,25,105.8106,90.71,0.854739,49.216,44.717,22.9283,5.0,,22.376,34.699,35.4275,39.295,35.7159,48.1161,42.114,34.2153,32.778,33.5153,36.7287,66.0149,+5.014
_Arizona,P10,35,21,118.45,101.7159,0.85264,53.039,51.0253,19.493,12.0,16.0,18.4298,35.966,34.4240,37.5148,25.16,51.062,50.0246,38.722,34.9210,29.0270,41.0335,64.5220,+0.741
_Michigan,B10,34,20,111.446,96.158,0.846542,50.2118,49.0157,18.029,10.0,32.0,21.3126,28.7285,33.2200,28.4330,29.833,50.381,50.0246,33.4194,31.433,47.86,33.6198,63.3270,+0.940
_Texas_A_M,B12,33,23,113.528,97.982,0.845843,50.4107,48.8148,19.281,9.0,32.0,18.3303,36.259,29.754,46.54,30.136,48.7137,46.392,36.273,36.4282,30.3238,29.969,64.0244,+1.935
_LSU,SEC,35,27,112.041,96.767,0.845045,49.9131,45.634,17.726,8.0,32.0,19.2253,37.631,30.885,35.4197,35.2145,47.6183,44.954,37.252,31.536,27.3297,29.762,65.5174,+2.532
_Minnesota,B10,32,21,106.599,92.018,0.842646,49.6147,47.077,22.4263,10.0,,23.339,35.871,33.9226,34.5214,36.1164,49.6102,43.326,33.0217,35.5248,32.4183,37.1292,64.9206,+1.936
_Butler,Horz,31,25,109.764,95.148,0.837848,51.768,44.615,20.1141,9.0,,20.6166,32.5174,29.650,43.524,34.0120,50.672,42.316,35.2114,32.671,45.213,35.0242,62.7288,+2.531
_Maryland,ACC,35,21,110.454,96.261,0.828651,47.0245,48.1121,17.622,10.0,32.0,22.376,35.189,36.9311,28.0334,30.239,45.9253,46.081,33.3198,34.7193,27.7291,34.1215,66.8119,+0.1349
_Temple,A10,34,22,108.278,94.845,0.820554,51.186,46.349,19.281,11.0,,18.1311,32.5174,29.544,28.7329,30.443,48.8133,43.428,36.764,34.8202,36.877,33.0175,63.8255,-0.3662
_VCU,CAA,34,24,108.472,95.249,0.816355,52.065,45.027,19.07,11.0,,21.8102,32.1190,34.1230,36.7165,37.7202,50.476,42.417,36.958,33.7132,32.0194,31.4116,66.2143,-2.186
_Utah_St_,WAC,34,29,116.117,102.017,0.815756,55.74,47.386,18.24,11.0,,17.0326,36.064,27.918,37.6141,30.443,54.010,44.338,39.513,36.3276,31.5210,29.660,60.2328,+2.630
_Mississippi_St_,SEC,35,22,108.277,96.056,0.79916,50.0125,44.717,19.9123,13.0,,19.0268,31.2228,35.8283,41.148,29.527,47.4191,42.114,35.991,33.7132,39.740,30.591,67.494,-1.678
_Boston_College,ACC,34,22,113.43,100.7142,0.795162,49.7142,47.492,19.7108,7.0,,18.4298,40.67,37.1314,36.6169,34.8136,49.4111,46.7104,33.4194,32.884,32.5178,29.866,65.8159,+0.644
_Siena,MAAC,35,27,110.356,98.287,0.791464,51.089,49.2166,18.24,9.0,32.0,23.339,34.3109,34.9258,35.7192,24.43,51.549,48.4180,33.0217,33.9151,25.9315,32.5151,70.521,+0.2748
_Cleveland_St_,Horz,34,23,104.513,93.534,0.78107,46.9255,46.452,18.966,13.0,32.0,24.413,33.5138,33.8224,36.6169,37.7202,47.4191,45.263,30.4312,32.884,28.5279,30.284,63.8254,-1.373
_Dayton,A10,35,27,102.7156,92.722,0.764378,47.0245,45.634,20.5166,11.0,32.0,22.285,37.631,30.167,38.2123,36.9188,46.0248,44.849,32.8229,31.231,29.4259,37.8300,64.8207,+1.339
_North_Dakota_St_,Sum,31,24,113.529,102.7185,0.76018,54.218,49.8196,16.813,14.0,,18.5293,32.5174,27.614,37.3154,29.731,51.549,48.5186,40.37,35.6250,30.5233,25.54,68.075,-0.766
_Northern_Iowa,MVC,33,22,109.466,100.013,0.738483,51.67,48.7143,18.55,12.0,,17.0326,28.5293,26.76,41.939,31.868,51.549,46.392,34.4143,35.0219,37.271,37.9301,61.1318,-1.679
_Western_Kentucky,SB,33,24,110.16,102.1173,0.705492,52.456,49.5179,20.1141,12.0,32.0,19.7212,37.140,30.989,33.8234,31.357,49.989,48.2172,37.739,34.9210,37.468,32.1139,65.6167,-2.084
_Akron,MAC,35,22,102.9153,95.653,0.698293,48.1206,45.533,20.7179,13.0,,26.44,34.3109,36.2295,36.2182,45.7320,46.9210,46.287,33.2204,29.46,39.938,33.1181,64.7215,-5.2120
_Stephen_F__Austin,Slnd,28,20,95.2278,89.67,0.6689101,47.4231,42.83,17.828,14.0,,21.995,26.4323,28.324,29.0327,38.3218,47.8174,43.124,31.0301,27.92,31.5210,27.822,62.3300,-2.489
_Cal_St__Northridge,BW,30,16,102.4163,97.068,0.6517104,51.67,48.5138,24.432,15.0,,23.727,36.656,32.2143,34.4217,42.5288,50.381,48.0152,36.180,32.884,33.6151,38.5311,71.814,-6.6138
_Cornell,Ivy,29,19,107.488,102.1172,0.642011,53.529,46.555,19.598,14.0,,19.9197,32.6170,30.371,32.4276,33.9118,50.188,46.8110,40.29,30.520,33.3158,29.558,65.8160,-4.7111
_East_Tennessee_St_,ASun,33,22,104.9119,100.3136,0.6271114,50.7101,48.0115,18.966,16.0,,22.760,32.1190,31.6122,39.585,32.477,50.868,46.9115,33.6184,33.095,29.2266,42.2342,70.325,-5.7127
_American,Pat,32,24,104.2134,99.9128,0.6181115,53.725,45.23,21.221,14.0,,20.8152,31.5211,29.650,31.8287,35.9161,52.236,43.022,37.447,33.095,38.157,33.4189,60.7321,-2.187
_Portland_St_,BSky,30,20,108.18,105.0239,0.5816129,53.529,51.0253,19.8114,13.0,,21.4121,32.7165,32.6167,29.8322,32.682,51.158,50.4266,37.641,34.8202,44.815,30.178,65.3180,-3.8100
_Robert_Morris,NEC,35,24,102.0173,100.0131,0.5564141,53.431,48.8148,22.4263,15.0,,23.629,32.4178,32.5159,36.7165,39.6247,50.966,45.775,39.414,36.6290,30.8230,33.5193,66.0152,-5.0116
_Morgan_St_,MEAC,34,22,99.0222,98.8102,0.5055162,46.4268,44.717,19.598,15.0,,22.854,38.425,32.9177,33.1255,41.7279,44.9277,44.642,33.7177,30.213,26.2312,27.117,65.3178,-5.6124
_Morehead_St_,OVC,34,18,101.019,101.6158,0.4850167,47.8215,48.413,23.2294,16.0,,18.6288,39.513,29.544,42.730,38.9233,47.4191,45.878,32.6234,35.4243,28.4281,35.9270,65.4175,-9.1193
_Binghamton,AE,31,22,101.6178,102.3176,0.480317,49.4151,46.661,19.7108,15.0,,21.6113,31.7203,35.5277,40.853,41.6278,49.0126,45.469,33.5188,32.992,32.9168,32.0136,67.399,-4.3104
_Radford,BSth,30,18,100.1211,101.9164,0.4492186,49.8136,46.97,22.627,16.0,,16.8331,35.383,29.136,42.828,30.136,49.1119,44.954,34.5134,33.5122,23.9329,38.0305,68.950,-6.4135
_Alabama_St_,SWAC,30,20,98.9225,102.0171,0.4119204,51.089,43.34,20.5166,16.0,,19.7212,34.2114,35.9285,35.9190,33.8113,52.236,42.821,32.3246,29.79,31.3217,27.822,64.1233,-5.0117
_Chattanooga,SC,33,16,103.0148,107.9284,0.3698218,50.4107,52.7309,21.5218,16.0,,19.3249,33.0153,31.8127,46.38,31.053,49.5107,51.3292,34.5134,36.3276,41.227,45.5344,70.126,-9.3196
