Team,Conf,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,Seed,Result,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,ADJ_T,WAB
_Murray_St_,OVC,32,26,111.065,101.1102,0.745178,55.026,47.227,17.6123,12.0,,18.0199,32.948,27.6121,37.370,30.5106,54.436,47.673,37.264,30.96,39.9104,35.088,66.6248,-0.3854
_UNC_Greensboro,SC,35,27,103.7191,95.525,0.721086,51.7137,47.532,19.8269,13.0,,21.426,33.735,23.921,26.0336,39.2293,51.1130,47.362,35.0162,31.920,45.528,40.9286,65.0320,-1.570
_Montana,BSky,34,26,107.0123,98.869,0.716589,51.2157,48.45,17.4103,14.0,,21.230,33.537,26.162,38.352,41.4317,51.4114,46.339,33.7234,35.2186,27.2341,32.328,67.9187,-1.163
_Stephen_F__Austin,Slnd,35,28,104.7171,97.652,0.691896,53.181,49.7109,20.7305,14.0,,25.91,32.066,28.5165,40.528,50.3351,51.7102,47.468,37.455,35.6211,32.3296,38.6220,70.851,-1.874
_Georgia_St_,SB,35,24,109.189,101.8117,0.688897,53.956,47.123,16.758,15.0,,20.646,25.6269,33.4329,30.9251,38.6285,50.9139,44.09,38.732,33.8109,41.478,46.2347,66.5255,-5.1115
_Bucknell,Pat,35,25,108.597,101.8115,0.6770101,53.956,47.84,17.073,14.0,,17.0257,27.0229,27.5113,42.610,34.5211,55.028,47.055,34.8173,33.161,39.2123,31.720,71.731,-3.085
_Penn,Ivy,33,24,104.0186,98.059,0.666211,52.986,47.019,16.652,16.0,,17.0257,23.8309,22.68,33.4171,31.8136,53.351,48.089,34.8173,30.02,42.072,32.632,68.9132,-3.390
_Marshall,CUSA,36,25,108.891,103.0144,0.6515115,54.732,49.9118,17.285,13.0,32.0,18.4170,22.4328,32.3311,33.1182,28.963,55.521,48.7122,35.9109,35.0168,45.528,30.812,74.75,-2.579
_Charleston,CAA,34,26,107.0124,104.5172,0.5675136,52.794,49.9118,15.115,13.0,,17.8214,25.5274,27.9136,36.682,32.1144,52.086,48.7122,35.9109,34.6143,37.3162,36.4132,64.8326,-2.177
_Wright_St_,Horz,35,25,99.7256,97.551,0.5640138,48.6273,48.345,18.618,14.0,,21.036,28.7175,25.343,35.3116,29.988,47.7258,45.828,33.5243,34.7152,35.0242,39.4241,68.1178,-3.593
_Lipscomb,ASun,33,23,103.6193,102.1122,0.5411149,51.5146,52.0231,20.0277,15.0,,19.979,27.4216,24.323,40.627,38.4282,53.256,52.8281,32.7284,33.8109,39.1128,36.9151,74.76,-3.188
_Iona,MAAC,34,20,109.286,107.9243,0.5341153,53.956,52.5251,16.033,15.0,,18.8143,24.5298,30.8269,30.2270,28.659,51.5110,51.7247,38.336,35.8219,40.888,35.499,70.368,-7.3158
_UMBC,AE,36,25,102.5207,102.5131,0.4981164,52.2113,51.6214,17.285,16.0,32.0,20.744,25.9260,28.3157,30.2270,30.8113,48.1242,51.0219,38.240,35.0168,44.344,40.5275,68.1177,-4.8113
_Cal_St__Fullerton,BW,32,20,102.0223,102.8134,0.4775171,51.6141,48.244,20.7305,15.0,,18.2183,26.0256,28.9185,45.62,35.2221,52.086,45.013,33.8228,36.4253,28.7328,33.343,69.598,-5.4119
_Radford,BSth,36,23,101.8226,103.2151,0.4604182,49.3236,50.1131,18.719,16.0,,20.268,32.066,28.0141,31.2241,31.7133,47.1283,48.9131,35.0162,34.6143,39.5114,39.3238,63.0344,-6.5140
_Texas_Southern,SWAC,36,16,105.0161,112.6318,0.309125,50.5186,51.2191,17.285,16.0,,16.2302,28.5182,32.5313,42.98,31.2121,48.5223,49.4153,35.9109,36.6261,37.0174,32.939,71.440,-10.9221
_LIU,NEC,35,18,102.2214,110.2285,0.2955257,52.1116,50.0127,19.5254,16.0,,16.5285,29.4145,29.8228,38.747,31.8136,52.376,50.5197,34.6188,32.842,39.2123,34.267,71.634,-13.1268
_North_Carolina_Central,MEAC,35,19,95.3322,110.529,0.1546324,50.4189,48.555,20.8312,16.0,,16.8269,32.948,29.7222,30.3269,34.3207,51.3121,48.191,32.3301,32.842,31.2314,38.2208,65.1317,-12.0245
