Team,Conf,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,Seed,Result,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,ADJ_T,WAB
_Utah_St_,MWC,35,26,115.419,98.065,0.86703,55.58,48.166,17.6134,10.0,,15.8312,27.4216,24.526,34.970,30.3158,54.529,46.229,37.912,34.5216,42.061,34.175,68.6106,+2.924
_Maryland,B10,35,22,112.64,95.839,0.865831,50.8165,47.753,16.564,8.0,32.0,18.4148,30.0133,28.1162,34.388,28.4102,51.896,47.458,32.8234,32.378,36.9197,31.928,64.3320,+1.041
_Northwestern,B10,34,22,109.776,93.418,0.864232,47.3316,48.479,14.711,7.0,32.0,21.333,28.6182,27.7140,29.7231,31.6194,46.7310,46.841,32.1278,33.8158,41.081,41.9318,64.5308,+1.633
_Virginia,ACC,33,25,110.068,94.024,0.859134,51.2138,48.375,13.65,4.0,,19.591,25.6268,24.937,34.776,26.347,50.4173,46.433,35.0117,34.1186,35.6239,40.0278,61.3360,+4.118
_Indiana,B10,35,23,113.136,96.947,0.855735,53.541,47.24,16.877,4.0,32.0,16.3291,28.1195,29.0206,29.5237,29.8140,53.065,45.419,36.834,33.4132,26.6354,37.8197,67.9148,+3.422
_Penn_St_,B10,37,23,117.511,100.7105,0.854836,55.41,49.1103,13.77,10.0,32.0,13.1362,19.2359,25.660,21.3361,25.534,53.160,49.2129,38.76,32.797,47.110,37.6191,64.3322,+1.337
_Iowa,B10,33,19,119.94,103.9171,0.838541,51.7104,53.3307,14.08,8.0,,18.2163,32.165,27.4126,32.3138,23.814,52.186,52.5290,34.0173,36.6318,37.5176,32.337,69.656,+0.3548
_Boise_St_,MWC,34,24,110.166,95.636,0.836143,51.6112,47.547,16.668,10.0,,17.5210,27.2224,24.017,30.3215,27.676,50.6161,48.073,35.687,31.237,37.8163,37.4186,66.3223,+2.130
_USC,P12,33,22,111.848,97.453,0.829846,51.2138,45.411,18.1169,10.0,,17.9176,28.8172,32.7330,33.2112,30.2153,51.0139,42.72,34.5148,33.4132,33.0297,37.1176,68.0138,+2.131
_N_C__State,ACC,34,23,113.632,99.28,0.827248,51.5117,49.8131,13.54,11.0,,18.8125,30.4118,26.278,25.3340,34.0252,51.1132,50.9211,34.7137,31.651,37.1190,33.552,69.272,+0.0052
_Illinois,B10,33,20,108.992,95.433,0.82165,51.4125,46.724,18.4208,9.0,,18.5138,31.680,26.795,34.388,30.1149,55.117,45.115,30.8335,33.4132,41.964,30.516,69.847,+0.943
_Arizona_St_,P12,36,23,108.41,95.029,0.820751,48.4287,46.52,16.877,11.0,,20.170,29.2157,31.5306,31.2185,33.5240,48.5252,43.66,32.2273,34.1186,39.3121,39.0242,68.1132,+1.238
_Drake,MVC,35,27,108.893,95.637,0.815553,52.956,46.929,15.529,12.0,,17.5210,23.8318,22.44,28.4272,27.468,51.990,46.944,36.449,31.343,36.5211,38.2216,66.3222,-0.767
_Providence,BE,33,21,114.922,101.2115,0.812855,51.1146,49.7128,16.877,11.0,,16.9246,34.716,27.3118,36.351,25.429,50.8150,49.2129,34.6145,33.8158,31.9313,33.660,66.8191,+1.336
_VCU,A10,35,27,105.515,93.417,0.802662,52.089,46.929,19.6274,12.0,,23.97,28.9165,30.0250,41.69,31.1181,51.990,46.433,34.8130,31.964,32.7302,34.175,67.9144,+1.042
_Mississippi_St_,SEC,34,21,103.4186,91.811,0.798664,46.7328,46.217,19.4264,11.0,,21.725,35.514,28.6182,33.898,27.676,50.4173,45.826,26.6363,31.132,34.6265,43.8341,63.6336,+0.3647
_Missouri,SEC,35,25,117.512,104.5182,0.793965,55.017,52.3277,15.837,7.0,32.0,24.06,26.3246,37.2362,29.1255,34.2258,55.813,52.2281,36.072,35.0245,43.248,44.2347,68.990,+3.521
_Iona,MAAC,35,27,110.364,98.37,0.790867,51.6112,46.318,15.118,13.0,,20.753,31.680,30.8289,29.0260,30.9174,50.4173,47.149,36.263,29.712,32.0311,34.687,68.5112,-1.776
_Charleston,CAA,35,31,109.484,97.758,0.78657,51.1146,47.958,16.771,12.0,,19.398,34.618,25.454,32.7128,24.925,52.575,49.1122,33.0218,30.116,47.38,31.928,71.026,+0.0052
_Pittsburgh,ACC,36,24,113.135,101.6123,0.774372,52.57,48.583,16.355,11.0,32.0,16.6268,29.5150,28.6182,32.9122,30.4162,51.4117,48.283,36.072,32.693,43.442,39.5262,67.2172,-0.2559
_Kent_St_,MAC,35,28,107.0123,97.048,0.756179,50.8165,47.343,16.355,13.0,,22.319,31.391,30.2260,31.5171,38.1317,51.4117,47.968,33.2211,31.028,38.3147,40.1281,67.8149,+0.844
_Nevada,MWC,33,22,109.78,99.587,0.75428,50.7171,49.8131,15.326,11.0,,18.5138,22.8332,24.937,39.124,31.8204,50.2187,50.0170,34.4155,33.0109,37.5176,42.1323,65.9251,+0.745
_Oral_Roberts,Sum,35,30,111.847,101.6125,0.748783,55.41,48.684,13.31,12.0,,17.4218,24.5301,27.7140,24.2350,21.74,55.912,46.841,36.544,34.3204,46.014,39.4257,70.239,+1.634
_Louisiana,SB,34,26,110.862,101.6121,0.729989,52.858,50.5171,17.7141,13.0,,18.4148,33.337,26.380,37.041,34.2258,51.990,49.3139,36.544,35.6272,31.7315,30.111,68.4124,+0.0052
_Princeton,Ivy,32,23,109.188,101.011,0.708393,52.283,48.479,16.564,15.0,16.0,14.7346,28.1195,22.67,30.4213,28.196,53.357,48.179,33.7184,32.797,40.887,32.944,67.0186,-3.2100
_Furman,SC,36,28,112.738,104.8188,0.698496,55.017,50.7183,15.735,13.0,32.0,18.2163,28.9165,27.3118,34.871,31.9210,58.33,51.5239,34.1169,32.797,46.712,34.896,68.2129,-2.081
_Vermont,AE,34,23,109.777,102.514,0.687399,54.819,51.0202,14.39,15.0,,16.6268,19.2359,22.33,28.1287,26.958,55.416,50.1174,36.072,35.1253,43.442,36.1144,64.5309,-3.8113
_Montana_St_,BSky,35,25,105.1155,98.268,0.68711,51.0155,49.8131,17.8145,14.0,,20.170,25.7264,25.454,44.05,35.1275,52.671,48.8104,31.8300,34.6223,33.4293,34.071,66.3225,-2.792
_Colgate,Pat,35,26,112.541,106.1215,0.6607109,58.21,52.2272,15.016,15.0,,17.6203,25.0284,24.526,27.3309,20.23,56.97,51.5239,40.51,35.6272,34.5267,37.0172,67.5165,-3.7107
_Kennesaw_St_,ASun,35,26,105.6149,100.398,0.6428115,52.762,51.1208,17.8145,14.0,,19.591,27.3220,25.454,35.956,36.8297,51.2128,50.6195,36.834,34.5216,37.6173,38.9238,68.4120,-1.473
_Grand_Canyon,WAC,36,24,111.355,106.0212,0.6388116,52.858,47.547,18.1169,14.0,,15.1338,30.2125,30.4269,36.944,33.2232,50.4173,47.149,37.620,32.378,40.789,32.641,64.9300,-3.8109
_UC_Santa_Barbara,BW,35,27,110.07,105.7206,0.6125124,54.129,50.1146,17.088,14.0,,18.5138,26.3246,26.168,34.485,29.2124,54.822,49.3139,34.8130,34.6223,29.2339,31.525,64.4315,-1.574
_Northern_Kentucky,Horz,35,22,102.6205,101.4117,0.5349151,49.125,51.3221,17.3104,16.0,,23.311,31.680,33.0339,26.9319,30.5166,47.4288,49.3139,34.3158,36.4305,40.983,38.7230,61.9358,-6.7154
_UNC_Asheville,BSth,35,27,102.3212,103.5164,0.4657184,53.638,48.375,20.1303,15.0,,17.8183,25.7264,29.1213,40.913,26.857,51.1132,49.5154,38.68,30.622,37.3184,33.865,68.2130,-1.979
_Texas_A_M_Corpus_Chris,Slnd,35,24,105.8146,107.4246,0.4566187,50.5181,52.629,17.7141,16.0,,20.462,32.849,27.8144,34.871,38.2319,48.3263,54.1327,36.449,33.8158,34.5267,41.5310,68.989,-6.0141
_Howard,MEAC,35,22,102.7204,106.322,0.4025218,51.8101,50.9197,22.9356,16.0,,20.655,33.729,31.9315,32.2142,34.0252,49.8202,51.1222,36.931,33.8158,36.5211,36.8163,69.085,-7.3163
_Fairleigh_Dickinson,NEC,37,21,106.1136,114.735,0.2909264,51.313,54.7337,16.355,16.0,32.0,21.137,30.997,29.3221,28.0291,33.9246,51.1132,55.8351,34.3158,35.3260,37.7169,40.1281,68.6107,-12.2260
_Southeast_Missouri_St_,OVC,36,19,99.4275,107.8259,0.2823268,50.1202,51.3221,17.3104,16.0,,19.0116,25.0284,28.3172,38.231,44.1356,50.3181,50.7203,33.2211,35.0245,40.0105,35.4121,72.012,-11.7249
_Texas_Southern,SWAC,35,14,95.4332,105.42,0.2395293,46.1336,49.6122,20.3313,16.0,,18.5138,29.2157,27.5134,34.388,38.8325,47.7281,48.9108,28.0361,33.9170,28.1347,35.5123,69.274,-13.5284
