Team,Conf,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,Seed,Result,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,ADJ_T,WAB
_Temple,A10,31,23,114.023,97.671,0.856931,52.934,48.4149,18.049,5.0,,19.4202,31.0215,31.7154,34.4217,33.6112,50.183,47.3150,39.413,34.1155,31.1209,28.743,66.1120,+4.219
_California,P12,34,24,110.252,94.833,0.850733,51.765,46.559,18.255,12.0,,19.4202,32.0177,27.224,34.1230,26.711,50.955,45.369,36.381,32.999,22.9340,29.971,65.7134,+1.837
_Belmont,ASun,34,26,116.711,100.3132,0.850134,55.55,48.3146,17.634,14.0,,20.7144,34.486,32.0163,38.7105,35.6158,54.47,47.1140,38.128,33.8143,40.135,30.894,66.987,+0.945
_N_C__State,ACC,37,24,112.63,97.267,0.845335,50.4118,47.185,18.781,11.0,16.0,18.3268,35.844,30.7111,36.3171,32.171,49.4109,45.781,35.5110,33.2117,26.1317,33.2182,66.984,+0.0059
_Connecticut,BE,34,20,111.045,96.251,0.838036,50.0134,44.619,19.098,9.0,,16.9319,36.332,34.8277,34.6213,25.35,50.183,40.93,33.2223,34.4171,29.3255,35.1251,63.0268,+0.4749
_VCU,CAA,36,29,107.487,93.121,0.837137,47.6223,47.398,17.426,12.0,32.0,27.31,33.4139,33.9241,36.3171,36.7186,46.0232,46.9129,33.4208,32.170,39.247,30.277,64.9181,+2.331
_Creighton,MVC,35,29,119.45,103.72,0.835438,57.82,49.6196,17.739,8.0,32.0,15.3343,30.8221,26.18,38.1122,29.332,54.76,47.6162,42.43,36.1256,35.0116,30.894,66.1119,+4.815
_South_Florida,BE,35,21,103.4153,90.17,0.829739,48.319,44.114,22.5295,12.0,32.0,18.6250,34.199,30.597,34.1230,32.373,49.0127,43.220,31.2290,30.725,30.5225,32.3147,58.5343,+0.0158
_St__Bonaventure,A10,32,20,112.134,97.981,0.82674,50.895,47.185,21.525,14.0,,19.0228,36.429,29.667,42.141,37.3197,50.468,46.295,34.5148,32.688,29.9239,33.0174,63.3261,-1.078
_Harvard,Ivy,30,25,108.77,95.036,0.824641,52.545,45.43,20.4181,12.0,,20.0172,30.7223,26.917,42.043,30.241,52.125,43.322,35.6106,34.1155,34.7121,27.119,60.3327,+2.330
_Murray_St_,OVC,30,28,106.993,93.826,0.819442,53.518,45.636,20.7201,6.0,32.0,24.115,34.199,34.1250,45.311,34.7142,50.468,46.3105,39.512,29.29,35.1112,27.221,65.0176,+3.921
_Texas,B12,34,20,111.638,97.982,0.818443,48.5183,46.976,18.675,11.0,,20.1164,38.515,34.5266,42.633,41.5270,48.2150,44.651,32.8238,34.8191,31.2205,30.788,64.7191,+0.846
_West_Virginia,BE,33,19,111.44,97.879,0.816945,48.319,49.8207,19.2115,10.0,,20.2162,40.93,30.179,38.6108,31.255,49.994,50.4266,29.8323,32.374,30.5225,30.583,64.3213,-0.2067
_Long_Beach_St_,BW,32,23,109.362,96.656,0.805649,52.35,47.7109,19.1105,12.0,,21.788,34.486,31.4136,42.633,27.918,51.932,46.189,35.5110,34.1155,33.3159,32.1138,66.2115,+1.043
_Saint_Mary_s,WCC,31,25,112.532,99.6112,0.802951,53.325,48.4149,18.151,7.0,,18.4259,35.943,26.18,38.9100,29.130,54.95,46.189,33.7192,36.6271,38.556,26.816,63.6248,+2.927
_Ohio,MAC,36,28,106.994,94.935,0.798153,48.9175,47.185,19.3123,13.0,16.0,26.22,33.8116,34.2255,36.3171,42.5292,47.7175,48.3192,34.0170,30.016,38.459,35.5260,65.8129,+0.4550
_Notre_Dame,BE,34,22,109.954,97.774,0.794756,49.5149,45.839,16.17,7.0,,17.3309,30.5227,32.3179,37.4145,25.66,49.3113,45.266,33.2223,31.445,36.981,28.035,60.9323,+2.232
_Xavier,A10,36,23,108.275,96.86,0.78226,49.7142,45.636,18.564,10.0,16.0,18.4259,31.9180,30.285,41.253,35.5157,48.7132,45.578,35.1126,30.522,25.2326,35.6266,66.5104,+0.748
_BYU,WCC,33,24,104.9126,93.928,0.782161,52.06,47.7109,18.151,14.0,,21.597,30.0243,26.816,36.5168,34.3128,51.932,47.8168,34.9138,31.650,32.5177,36.0278,71.86,+0.4251
_Davidson,SC,32,24,111.835,100.1124,0.780863,50.991,47.293,17.222,13.0,,17.5297,35.064,27.019,36.8160,41.7274,51.246,45.987,33.7192,33.9147,38.261,27.322,67.369,-0.3270
_South_Dakota_St_,Sum,33,25,112.728,101.1144,0.778065,53.716,50.0216,15.85,14.0,,19.2218,30.3236,28.646,39.679,29.837,50.856,50.4266,39.017,32.688,37.867,31.7123,65.1172,-0.4171
_Colorado,P12,34,22,105.0125,94.631,0.768767,49.5149,46.976,19.6136,11.0,32.0,18.4259,29.2264,28.850,43.225,32.070,48.3144,45.369,34.6146,33.1110,31.3201,35.0248,64.9183,-0.2868
_Iona,MAAC,33,25,114.718,103.7199,0.762068,56.54,51.1253,17.426,14.0,,22.264,32.1174,32.3179,30.3310,28.827,55.72,50.1257,38.720,35.4217,32.3181,34.1216,70.017,+0.1955
_San_Diego_St_,MWC,32,24,106.3104,96.25,0.760271,50.1126,47.081,18.781,6.0,,18.6250,30.9218,27.019,35.8183,28.827,49.896,45.163,33.8186,33.7138,30.0237,35.5260,65.5141,+2.925
_Southern_Miss,CUSA,32,23,111.341,100.7137,0.759273,46.228,50.5234,16.49,9.0,,21.2115,36.526,28.241,39.876,40.7260,43.1318,49.2222,35.5110,35.6231,30.2233,30.277,63.6246,+1.340
_New_Mexico_St_,WAC,34,24,107.88,98.895,0.731782,51.086,48.3146,20.8213,13.0,,20.4155,40.66,29.772,51.91,32.888,51.640,48.1183,32.8238,32.582,24.6332,31.3116,69.819,-1.991
_Colorado_St_,MWC,32,20,111.439,102.8181,0.716587,53.032,50.3228,19.6136,11.0,,18.4259,28.7271,29.464,42.339,39.5242,50.183,48.5198,40.07,35.5221,29.2259,38.3317,63.5251,-0.977
_Lehigh,Pat,34,26,107.682,99.3102,0.715888,50.4118,47.293,16.512,15.0,32.0,21.3112,31.2211,29.667,38.0125,33.7113,49.4109,45.987,34.7144,33.2117,36.0101,32.5154,67.563,-1.180
_Montana,BSky,30,23,102.4167,96.454,0.6663107,52.545,45.329,18.564,13.0,,22.170,27.4296,31.6150,39.581,39.0234,50.468,43.322,38.226,33.3122,31.3201,29.459,64.5196,-1.585
_Detroit_Mercy,Horz,34,20,107.585,102.818,0.6250121,48.02,50.9245,19.1105,15.0,,22.457,35.259,32.6197,43.324,38.9232,49.798,48.6200,29.2327,36.9289,27.5294,34.5231,66.890,+0.0059
_Vermont,AE,36,24,103.9145,100.1123,0.6058128,49.3161,45.532,19.4126,16.0,,19.7189,34.392,30.6106,37.3149,33.3103,48.6135,44.651,34.0170,31.754,29.3255,31.2112,62.2293,-5.4143
_UNC_Asheville,BSth,31,21,108.869,104.8215,0.6054129,52.642,51.3259,19.2115,16.0,,22.264,32.9154,35.2287,48.13,36.3176,52.820,50.7274,35.0132,34.9196,33.8141,34.7240,68.241,-3.2107
_Lamar,Slnd,33,21,106.0108,102.4172,0.5989131,46.228,46.976,17.53,16.0,,20.1164,37.621,30.597,41.056,34.2125,45.3268,45.474,33.1229,34.1155,21.7344,25.810,66.2114,-4.2124
_Loyola_MD,MAAC,33,24,103.5149,100.1126,0.5934135,47.2248,47.8116,20.6191,15.0,,22.074,38.117,33.4227,42.929,39.9248,45.8240,45.474,33.9177,36.1256,27.3297,27.018,63.5250,-1.482
_LIU,NEC,34,25,109.363,107.9277,0.5352159,53.226,49.4191,21.4248,16.0,,18.4259,34.199,34.3259,49.72,22.02,52.125,49.5234,37.157,32.895,31.2205,27.529,73.12,+0.0059
_Norfolk_St_,MEAC,34,25,100.0221,102.1168,0.4401187,49.4154,46.452,21.0226,15.0,32.0,19.5198,33.7120,33.0211,42.536,37.3197,50.468,46.189,31.5279,31.340,31.6193,33.2182,66.794,-2.799
_Western_Kentucky,SB,35,16,97.8263,100.012,0.4375189,44.4321,47.4102,22.1272,16.0,,21.1123,34.199,32.4187,40.270,38.9232,43.7308,46.9129,30.6307,32.582,32.7172,25.810,67.854,-10.2220
_Mississippi_Valley_St_,SWAC,34,21,96.0287,105.1222,0.2612269,46.3276,49.6196,20.6191,16.0,,23.525,33.3141,32.3179,35.0203,42.1282,44.9282,45.884,32.4251,38.1323,38.459,33.0174,69.028,-4.8132
