Team,Conf,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,Seed,Result,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,ADJ_T,WAB
_Purdue,B10,37,29,121.62,97.586,0.926612,56.55,49.1131,17.5115,3.0,16.0,14.0346,35.213,23.832,38.215,21.610,55.813,48.6131,38.45,33.2148,39.2137,40.6270,66.0243,+7.08
_Iowa,B10,36,26,121.13,97.281,0.926113,53.338,49.7162,13.02,5.0,,19.2121,32.350,30.0256,30.0181,26.377,52.566,49.9176,36.345,32.9126,39.3134,36.3129,69.850,+4.516
_Auburn,SEC,34,28,111.73,90.01,0.922714,49.9173,44.14,16.76,2.0,32.0,20.082,33.725,28.9214,31.6128,34.2275,51.3111,42.85,31.8269,31.046,39.8123,36.0117,70.049,+7.45
_Texas,B12,34,22,112.524,91.515,0.915115,50.1169,47.047,17.813,6.0,32.0,23.014,31.667,29.8248,32.0120,39.0336,50.5136,46.647,33.0215,31.869,36.1213,33.757,63.5339,+3.425
_North_Carolina,ACC,39,29,114.417,93.533,0.911216,51.5102,48.6111,16.449,8.0,2.0,13.6355,31.958,21.62,30.3175,21.48,50.1153,47.584,35.859,33.7180,38.0169,36.2125,70.145,+4.319
_Memphis,Amer,33,22,112.425,92.623,0.902917,52.371,46.637,22.5351,9.0,32.0,20.459,37.45,30.9286,37.822,33.2252,51.988,45.526,35.570,32.078,30.4331,42.8323,70.046,+1.445
_Virginia_Tech,ACC,36,23,115.614,95.243,0.902718,55.118,49.0125,17.078,11.0,,18.7148,27.8176,26.293,24.5326,25.657,52.664,49.3160,39.23,32.394,41.1101,36.9152,63.3341,+1.740
_Saint_Mary_s,WCC,34,26,109.847,90.511,0.902419,52.759,48.397,17.078,5.0,32.0,19.2121,27.4189,21.73,23.3338,25.148,52.566,47.060,35.570,34.3220,36.2209,28.34,63.7338,+3.922
_Illinois,B10,33,23,111.927,93.025,0.89422,52.566,46.025,18.1151,4.0,32.0,15.5324,33.136,26.6110,32.0120,28.2118,51.4110,45.220,35.955,31.972,42.665,29.66,67.1184,+4.120
_Arkansas,SEC,37,28,108.76,90.712,0.889321,48.624,47.565,16.97,4.0,8.0,20.553,29.6125,25.365,37.231,31.9226,50.1153,46.855,30.4316,32.4104,34.2258,38.8225,70.628,+4.517
_LSU,SEC,34,22,106.396,89.78,0.876522,49.4203,45.114,20.7313,6.0,,25.13,33.821,30.9286,33.485,37.8327,50.4143,47.688,31.6276,28.24,34.8245,46.5349,68.795,+2.332
_San_Francisco,WCC,34,24,110.244,93.027,0.874823,53.144,47.149,17.9132,10.0,,18.4164,30.0109,24.035,28.5234,33.0249,54.430,48.7136,34.3128,28.99,44.737,30.515,69.081,+1.642
_Michigan,B10,34,19,113.919,96.262,0.874024,52.176,49.7162,17.3101,11.0,16.0,14.7337,31.078,24.035,29.4205,25.657,52.762,50.4202,33.9162,32.4104,32.1302,34.884,66.4217,+0.1556
_Connecticut,BE,33,23,113.222,95.952,0.870725,49.6189,46.025,17.3101,5.0,,18.0194,37.91,27.6151,30.5164,31.7219,48.0244,42.64,35.282,35.3268,34.5252,32.630,65.0292,+3.126
_TCU,B12,34,21,108.663,92.118,0.869726,48.7237,47.463,21.4329,9.0,32.0,18.6154,37.72,26.185,31.4137,26.985,50.3147,48.0107,30.2321,30.942,31.7306,34.987,65.9249,+2.927
_San_Diego_St_,MWC,32,23,102.3173,86.92,0.867527,48.7237,44.14,19.3239,8.0,,21.926,29.5128,27.3135,31.1144,31.0199,46.7294,43.57,35.472,30.023,30.8325,37.8187,65.3277,+2.630
_Indiana,B10,35,21,107.774,91.616,0.865128,50.6141,46.227,17.296,12.0,,17.6223,27.0209,25.159,33.581,30.7191,50.9124,43.910,33.3195,33.0137,31.1321,40.0256,67.2174,+0.2154
_Alabama,SEC,33,19,115.216,98.31,0.86113,51.311,49.8168,19.8272,6.0,,17.9204,35.311,30.5272,32.997,34.8288,55.910,49.3160,30.9300,33.8191,47.612,35.8108,71.813,+2.034
_Ohio_St_,B10,32,20,115.515,98.5109,0.861131,54.323,47.668,17.188,7.0,32.0,15.5324,29.3136,28.7205,33.485,29.1149,54.035,45.831,36.540,33.8191,39.5128,36.0117,65.1284,+1.346
_Providence,BE,33,27,111.433,95.546,0.855234,50.0171,46.328,17.078,4.0,16.0,15.6321,30.3101,27.4138,37.035,27.088,49.0203,47.163,34.4118,30.023,38.0169,36.1122,65.3276,+5.914
_Notre_Dame,ACC,35,24,112.823,96.772,0.854236,54.025,49.0125,15.632,11.0,32.0,15.1333,22.1336,24.750,27.3267,22.216,51.988,49.6166,37.912,32.078,42.373,35.295,65.4272,+1.937
_Wisconsin,B10,33,25,108.761,93.431,0.851037,47.7276,49.0125,13.02,3.0,32.0,17.0260,25.9253,24.444,32.4109,27.292,48.7215,49.0149,30.7308,32.5113,36.0218,33.552,66.4218,+6.412
_Miami_FL,ACC,37,26,113.621,97.993,0.846738,53.435,52.5284,14.06,10.0,8.0,20.459,22.4326,30.3266,28.9223,24.843,54.824,53.0299,33.9162,34.5235,35.6233,38.7220,67.7136,+2.631
_Loyola_Chicago,MVC,33,25,106.986,92.322,0.844039,55.69,46.94,18.5183,10.0,,20.178,25.1278,24.035,31.5135,28.9141,54.922,47.373,37.617,30.942,43.448,38.0193,64.6315,+1.839
_Boise_St_,MWC,35,27,107.678,92.924,0.84344,50.7136,48.397,18.4175,8.0,,20.274,30.692,22.48,35.250,25.964,50.6131,48.0107,34.0152,32.6117,38.6152,32.935,64.5318,+3.524
_Michigan_St_,B10,36,23,111.631,96.67,0.840441,52.08,48.182,18.8208,7.0,32.0,15.3329,30.788,27.1122,29.9183,28.3121,49.6181,48.5127,37.814,31.665,33.7273,37.6183,67.6146,+2.928
_Iowa_St_,B12,35,22,101.7184,88.45,0.834543,49.1219,47.979,20.43,11.0,16.0,24.66,28.4162,28.3185,27.1272,36.7313,50.1153,50.8218,31.5278,28.99,37.7179,38.1196,66.3224,+2.829
_Davidson,A10,34,27,115.813,101.1148,0.826146,55.69,49.5152,14.816,10.0,,16.7273,23.6306,22.48,32.5106,28.0108,54.234,48.9146,38.54,33.6170,41.1101,43.8333,64.6312,+2.133
_Murray_St_,OVC,34,31,110.045,96.261,0.824147,52.661,48.182,17.188,7.0,32.0,20.459,35.311,25.770,32.4109,26.067,53.250,50.5206,34.5112,29.718,37.8175,40.6270,66.0239,+3.523
_Colorado_St_,MWC,31,25,111.928,98.195,0.819049,54.819,50.1179,15.223,6.0,,18.5157,21.9338,25.057,29.6198,25.657,55.714,51.0225,35.668,32.7121,39.6126,43.9334,65.6259,+4.318
_Creighton,BE,35,23,104.8123,92.119,0.814951,50.6141,44.912,20.43,9.0,32.0,15.5324,28.4162,28.5196,26.7278,20.84,53.347,43.68,30.8304,31.767,38.1165,33.243,67.0192,+1.741
_USC,P12,34,26,108.662,96.259,0.802058,51.2117,44.711,17.9132,7.0,,14.4342,33.529,26.7114,30.9155,26.883,50.1153,42.03,35.764,33.2148,32.2301,34.370,66.2236,+4.121
_UAB,CUSA,35,27,111.829,99.112,0.80016,52.855,48.4105,16.449,12.0,,21.135,33.333,27.5143,29.3208,31.3208,50.8127,47.897,38.010,32.9126,32.7292,37.0159,68.985,-0.1164
_Seton_Hall,BE,32,21,105.4111,93.432,0.799761,47.2288,45.62,17.7121,8.0,,18.5157,32.350,29.1225,30.5164,27.8106,45.8316,45.117,33.2200,31.149,35.7229,33.860,67.6147,+1.936
_Vermont,AE,34,28,109.748,97.384,0.798063,57.13,47.773,14.713,13.0,,16.8269,23.7301,18.71,26.7278,23.325,58.63,45.322,36.833,34.4227,43.155,37.6183,64.8305,-0.871
_Marquette,BE,32,19,107.773,96.669,0.778568,52.176,47.047,17.296,9.0,,18.9139,22.5324,31.6313,26.2291,29.5165,52.664,46.444,34.4118,32.078,41.887,36.0117,71.221,+0.551
_Wyoming,MWC,34,25,107.972,97.383,0.766173,52.371,47.149,17.188,12.0,,15.7314,25.5266,24.647,37.133,24.843,54.430,48.4122,33.0215,30.126,41.887,38.2203,65.8252,+1.935
_Rutgers,B10,32,18,106.692,96.364,0.762675,49.9173,48.6111,17.3101,11.0,,17.8211,29.6125,27.0119,26.2291,28.6131,49.4191,47.163,33.9162,33.9198,31.6308,39.7244,65.0294,-0.770
_New_Mexico_St_,WAC,34,27,106.01,96.054,0.757276,51.987,45.215,20.8317,12.0,32.0,16.8269,32.645,25.770,34.659,28.3121,53.250,45.627,33.4189,29.820,41.1101,42.4313,66.1237,+0.750
_Chattanooga,SC,35,27,107.381,97.382,0.755977,52.275,49.4143,17.078,13.0,,18.1185,32.741,26.293,26.8276,27.8106,53.055,52.1270,33.9162,30.333,38.7148,40.3265,64.6313,+0.2055
_South_Dakota_St_,Sum,35,30,114.118,103.5209,0.754178,59.21,51.4236,15.325,13.0,,15.8308,23.7301,24.343,34.659,21.37,55.910,50.3199,43.71,35.2263,34.5252,41.3286,69.658,+1.543
_Richmond,A10,37,24,106.985,99.1117,0.707193,51.1119,50.5196,14.39,12.0,32.0,18.8145,22.4326,27.5143,31.0149,23.428,52.374,49.9176,33.0215,34.3220,41.792,36.1122,66.7202,-1.681
_Saint_Peter_s,MAAC,34,22,99.4233,93.128,0.6785104,47.5282,44.27,20.1287,15.0,8.0,20.553,30.981,29.0221,37.429,41.2347,45.6319,44.512,34.6105,29.213,30.3334,36.3129,65.6258,-5.6144
_Akron,MAC,34,24,105.5109,101.7162,0.6041128,52.566,49.1131,17.7121,13.0,,17.5226,29.0148,26.4103,39.37,26.169,52.279,47.478,35.376,34.8246,41.494,35.4100,61.9352,-4.3122
_Colgate,Pat,35,23,107.082,103.2204,0.6024129,55.69,48.912,16.97,14.0,,16.0303,26.6228,25.159,26.3286,24.138,52.182,48.0107,40.42,33.7180,41.984,35.6103,67.0191,-6.1153
_Georgia_St_,SB,29,18,101.9182,98.4106,0.5988133,44.7346,50.0176,16.657,16.0,,22.123,32.547,31.0292,30.4169,33.2252,42.5354,46.239,32.4239,37.5338,36.3205,37.5177,67.3168,-5.1138
_Delaware,CAA,35,22,106.593,103.1202,0.5914135,53.435,49.6156,18.3168,15.0,,18.5157,26.7221,31.3303,34.562,29.1149,54.430,47.794,34.5112,35.4274,38.2160,36.0117,66.6205,-5.5143
_Jacksonville_St_,ASun,32,21,104.513,102.2179,0.5639144,53.631,48.182,19.7266,15.0,,17.1251,28.2165,27.0119,32.1117,21.610,51.0122,47.584,38.010,32.7121,42.762,44.7339,65.1285,-5.2139
_Yale,Ivy,31,19,99.4232,97.992,0.5447149,49.7185,48.912,18.3168,14.0,,18.2179,25.6263,26.7114,32.2115,32.1233,50.1153,51.2231,32.6231,30.535,36.0218,41.2283,68.888,-4.9134
_Montana_St_,BSky,35,27,103.6153,102.5185,0.5307154,53.926,49.4143,18.7198,14.0,,18.2179,26.7221,23.526,40.14,36.1304,52.957,48.9146,37.027,33.6170,36.2209,35.9114,67.1188,-2.896
_Longwood,BSth,33,25,105.0121,104.5234,0.5129167,50.9128,52.1268,18.8208,14.0,,20.459,32.741,25.567,35.250,28.1112,47.5261,54.2328,37.716,32.9126,38.1165,43.7332,66.3225,-3.3103
_Cal_St__Fullerton,BW,32,21,102.0179,103.1201,0.4674181,48.9226,51.1226,17.9132,15.0,,20.274,29.1146,28.2183,34.856,25.762,48.4228,48.4122,33.4189,37.3332,29.9339,36.4132,66.0242,-5.0136
_Bryant,NEC,32,22,102.9165,104.1223,0.4650184,49.6189,47.668,19.0224,16.0,,16.6281,32.840,31.7314,32.7102,25.250,52.859,47.060,30.3318,32.5113,43.448,33.653,72.38,-4.8131
_Wright_St_,Horz,36,22,104.8124,106.2258,0.4613186,51.798,51.4236,17.7121,16.0,,18.5157,31.078,30.1260,31.6128,26.169,52.566,51.9262,33.4189,33.8191,32.7292,34.167,68.889,-8.4197
_Norfolk_St_,MEAC,31,24,100.7209,102.9196,0.4372196,50.9128,45.822,20.1287,16.0,,18.4164,30.1105,27.8163,38.314,33.5259,50.8127,47.163,34.0152,29.517,35.9222,45.2342,66.9194,-3.198
_Texas_Southern,SWAC,32,19,96.3288,98.5108,0.4356197,48.2259,45.316,21.4329,16.0,,17.3235,33.038,28.0172,33.677,33.4258,48.6219,45.117,31.4281,30.434,30.9323,35.6103,68.1119,-6.8166
_Texas_A_M_Corpus_Chris,Slnd,35,23,96.4283,102.8192,0.3222252,47.2288,49.0125,19.7266,16.0,,22.618,34.019,28.8208,38.021,42.3349,46.9286,50.3199,31.8269,31.562,31.3315,42.2307,69.268,-7.6182
