Team,Conf,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,Seed,Result,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,ADJ_T,WAB
_BYU,B12,34,23,119.814,99.97,0.889724,54.823,48.256,15.364,6.0,,16.0247,32.865,24.621,25.4345,32.0161,57.58,48.384,34.8132,32.061,50.44,34.065,69.189,+2.325
_Wisconsin,B10,36,22,118.819,99.159,0.889225,52.288,52.0259,14.947,5.0,,16.9174,30.2121,24.518,33.8146,33.8214,52.293,50.2166,34.9125,36.9336,35.5226,34.374,65.2309,+2.918
_Nebraska,B10,34,23,116.03,96.929,0.888226,53.161,46.718,15.893,8.0,,16.2228,27.6219,30.3229,32.6181,27.758,52.878,45.214,35.773,32.589,44.332,41.4308,69.097,+2.027
_Kentucky,SEC,33,23,122.76,102.7124,0.886327,57.24,49.6123,14.223,3.0,,15.9256,28.9170,30.3229,30.4246,33.5204,54.730,49.4131,40.91,33.2132,37.5176,40.1282,72.513,+2.819
_San_Diego_St_,MWC,37,26,112.071,94.112,0.880228,49.922,47.332,16.2114,5.0,16.0,18.1102,32.769,28.7163,36.777,33.1192,51.5124,47.869,31.5296,31.029,38.0157,40.3285,66.2263,+2.226
_New_Mexico,MWC,36,26,113.948,96.023,0.877429,50.5183,48.154,14.015,11.0,,19.349,33.543,27.096,33.2158,33.4201,51.1143,49.2119,32.7241,30.721,29.9330,36.5143,72.810,+1.533
_Texas_Tech,B12,34,23,116.925,99.362,0.866932,52.674,49.299,16.5143,6.0,,17.0164,30.2121,30.3229,34.2136,27.245,51.6120,49.8147,35.961,32.275,41.474,38.6236,66.5245,+2.820
_Texas_A_M,SEC,36,21,117.722,100.071,0.866733,45.734,50.518,14.119,9.0,32.0,16.7189,42.21,27.9123,38.638,31.9156,46.8310,50.3171,29.3342,33.8166,37.7167,44.9351,66.1265,-0.0655
_Mississippi_St_,SEC,35,21,112.367,95.521,0.865234,51.4139,48.046,18.9299,8.0,,18.489,35.420,27.9123,37.463,31.8154,53.457,50.3171,32.2261,29.88,38.5146,41.2306,67.1208,+0.650
_Nevada,MWC,34,26,115.037,98.138,0.861736,53.258,48.467,15.261,10.0,,17.4139,27.3233,26.989,45.06,34.2226,52.589,49.1113,36.437,31.650,33.7273,41.0296,66.9223,+2.522
_Northwestern,B10,34,22,115.734,98.851,0.859237,52.674,51.5239,13.47,9.0,32.0,18.864,25.8283,27.8115,29.2277,39.3315,49.2226,51.4226,39.07,34.5226,36.4202,37.3190,64.0340,+1.139
_Washington_St_,P12,35,25,112.86,96.726,0.854939,51.8109,47.227,16.4134,7.0,32.0,15.7272,32.959,25.029,31.6216,32.3170,52.293,46.528,33.9178,32.589,32.2299,31.122,64.8322,+1.829
_Colorado_St_,MWC,36,25,112.861,96.828,0.852343,54.235,48.571,15.468,10.0,,16.6196,24.6301,26.989,31.8208,31.7151,57.09,48.074,33.0221,33.0116,38.2153,33.754,66.0269,+1.140
_Boise_St_,MWC,33,22,113.752,97.835,0.849744,51.0152,49.8133,16.4134,10.0,,16.9174,32.959,23.15,35.1111,33.1192,50.8151,52.1257,34.2159,30.518,39.4116,36.7155,66.5249,+0.747
_TCU,B12,34,21,114.047,98.239,0.848146,51.5126,50.7191,18.0242,9.0,,20.625,35.917,28.4145,35.0117,35.4256,50.8151,51.3220,35.492,33.0116,30.3327,35.192,70.054,+0.944
_Dayton,A10,33,25,116.726,100.681,0.847047,56.211,48.36,16.0104,7.0,32.0,15.9256,26.4266,28.6158,36.777,21.93,53.457,48.591,39.93,32.061,44.332,40.1282,64.2337,+2.324
_N_C__State,ACC,41,26,114.244,99.158,0.836648,50.7169,49.5113,13.89,11.0,4.0,17.5136,28.2196,29.1184,32.0195,31.5139,50.2178,49.0108,34.4152,33.6155,33.3283,36.7155,67.7167,-0.4259
_South_Carolina,SEC,34,26,115.038,100.175,0.83095,50.9156,48.467,15.573,6.0,,14.9307,32.865,27.9123,31.8208,31.6146,50.9148,47.350,33.9178,33.9174,41.184,31.324,63.2351,+4.711
_Drake,MVC,35,28,114.84,100.173,0.828251,54.725,50.8195,13.89,10.0,,17.5136,24.1313,22.52,32.3188,31.3138,54.828,51.3220,36.437,33.3136,39.2123,38.9245,67.9151,+1.631
_Oregon,P12,36,24,114.245,99.768,0.827052,51.9102,51.5239,14.739,11.0,32.0,17.8120,28.6180,27.3102,32.0195,32.3170,52.683,51.0205,33.8181,34.9250,36.3204,36.9171,67.2203,+1.337
_Florida_Atlantic,Amer,34,25,116.728,102.512,0.816255,54.725,49.6123,16.2114,8.0,,16.4211,33.543,29.3194,34.8125,27.347,56.017,49.2119,35.1112,33.6155,39.1127,36.2130,68.1142,+1.138
_Utah_St_,MWC,35,28,114.939,101.395,0.809158,54.043,49.8133,15.573,8.0,32.0,16.4211,27.8214,26.672,39.033,30.6126,56.710,52.8290,32.5247,29.75,33.6275,36.5143,68.8107,+3.117
_Virginia,ACC,34,23,104.1207,92.36,0.798862,48.6262,46.617,13.04,10.0,,19.445,25.6288,28.1132,25.3347,25.823,46.2322,47.248,35.869,30.518,32.6294,39.6260,60.2362,+1.632
_Grand_Canyon,WAC,35,30,111.28,98.85,0.795463,51.4139,45.89,17.8226,12.0,32.0,19.838,34.131,30.2225,46.73,34.1224,52.1102,44.59,33.5198,32.166,36.1211,34.272,68.3132,+1.434
_James_Madison,SB,36,32,111.873,100.784,0.769774,53.944,47.227,14.947,12.0,32.0,19.741,31.886,27.7111,34.9122,35.1251,53.846,48.692,36.056,29.75,37.8163,35.5107,69.963,+1.436
_Duquesne,A10,37,25,107.0147,97.031,0.754978,50.0215,48.571,17.4203,11.0,32.0,19.252,29.8139,30.3229,32.5184,35.0249,49.4217,49.0108,33.9178,31.853,39.1127,37.4193,66.1264,-2.177
_McNeese_St_,Slnd,34,30,111.082,101.699,0.733487,54.235,48.36,14.015,12.0,,22.96,31.981,30.6253,40.124,33.7210,52.293,46.631,38.79,33.4142,33.5278,47.6362,65.5295,+0.651
_Samford,SC,35,29,112.565,103.1132,0.731289,56.88,50.518,17.8226,13.0,,21.715,30.1125,31.9310,36.288,37.3289,55.024,50.3171,39.54,33.8166,41.279,39.8272,72.811,+0.0354
_Yale,Ivy,33,23,109.999,101.192,0.722793,52.191,50.417,14.327,13.0,32.0,16.2228,27.8214,24.213,27.8310,29.494,51.9107,49.4131,35.0121,34.5226,35.4228,41.5310,64.9318,-2.780
_Charleston,CAA,35,27,113.85,105.5178,0.704599,52.288,51.2216,14.327,13.0,,16.2228,33.740,26.467,27.2326,29.390,52.589,50.8193,34.7139,34.5226,46.917,36.9171,70.351,-1.775
_UAB,Amer,35,23,113.256,106.6195,0.6668108,50.0215,51.0206,16.8167,12.0,,16.2228,35.420,31.3290,40.618,31.5139,50.1189,50.2166,33.1218,34.8245,31.5308,36.6148,67.7165,-2.881
_Vermont,AE,35,28,104.3199,98.748,0.6522113,51.6121,46.821,13.914,13.0,,15.1299,22.3346,23.58,29.2277,26.837,52.975,46.528,33.3206,31.544,43.937,36.5143,63.3350,-1.471
_Oakland,Horz,36,24,108.9112,104.615,0.6132125,51.9102,50.6187,15.995,14.0,32.0,16.2228,30.4118,28.8168,30.8236,26.938,51.0145,50.5176,35.584,33.9174,41.474,40.9294,66.6242,-4.398
_Western_Kentucky,CUSA,34,22,105.5173,101.8103,0.601213,51.7115,48.678,18.4278,15.0,,18.489,28.7177,26.778,32.1191,33.0190,51.8112,48.692,34.3156,32.483,31.1317,40.5286,75.11,-6.6134
_Morehead_St_,OVC,35,26,107.5138,103.9145,0.5968131,54.235,46.413,18.2263,14.0,,15.4284,31.981,26.570,30.6242,32.3170,55.122,45.820,35.398,31.853,45.224,31.626,64.3336,-3.590
_Akron,MAC,35,24,105.2178,102.0105,0.5880137,51.7115,49.194,16.9174,14.0,,16.7189,29.2157,25.646,32.7178,29.494,54.730,50.8193,31.7288,30.721,41.670,36.8166,65.8283,-4.6103
_South_Dakota_St_,Sum,35,22,108.2127,105.217,0.5815138,55.217,51.3221,16.6152,15.0,,16.4211,24.4303,25.132,30.1256,27.041,55.619,49.5136,36.437,35.5284,40.498,46.9361,67.9150,-7.6150
_Colgate,Pat,35,25,102.9221,102.9129,0.4985162,53.353,47.943,16.2114,14.0,,16.2228,25.1296,24.826,27.5319,24.513,53.457,49.1113,35.584,30.823,38.1155,40.0278,66.3259,-4.297
_Longwood,BSth,35,21,104.1205,105.618,0.4605181,49.1248,51.9255,18.3271,16.0,,19.445,36.314,25.953,39.529,36.2273,48.4260,51.4226,34.0172,35.1262,28.4346,39.6260,66.9225,-8.8173
_Long_Beach_St_,BW,36,21,105.1179,107.7219,0.4317191,48.5265,51.1209,17.1184,15.0,,18.392,33.251,29.4198,37.855,32.3170,49.3220,49.9152,30.9320,35.1262,28.1348,43.7345,71.623,-8.3168
_Montana_St_,BSky,35,17,103.6216,107.121,0.4051206,54.235,52.3277,16.7159,16.0,,18.579,20.5357,28.9174,30.6242,36.9284,53.651,54.0326,36.731,32.7102,41.766,34.781,68.6113,-12.8269
_Saint_Peter_s,MAAC,33,19,97.0317,101.293,0.3803218,44.6353,47.125,19.2314,15.0,,20.428,34.529,29.9217,38.051,42.5340,42.3359,46.631,33.2209,32.166,31.5308,34.989,64.1338,-8.9175
_Stetson,ASun,35,22,107.9134,114.3347,0.3415235,52.867,52.3277,15.995,16.0,,13.5344,27.4230,31.5300,31.8208,25.521,52.1102,52.6286,35.961,34.6233,41.766,37.3190,66.2261,-7.0140
_Grambling_St_,SWAC,36,21,98.9288,106.419,0.3020262,48.1275,49.7127,20.033,16.0,,18.864,27.9206,32.8328,38.836,33.8214,46.9305,48.897,34.0172,34.3210,29.0342,34.272,64.8323,-8.1159
_Howard,MEAC,35,18,104.7191,113.6338,0.2800276,51.7115,51.1209,21.2346,16.0,,16.6196,33.349,30.3229,42.110,38.4301,49.1235,50.9199,37.220,34.4221,39.0132,33.248,67.9156,-12.2251
_Wagner,NEC,33,17,96.2325,105.3172,0.2625286,45.1347,48.882,15.784,16.0,,16.8185,28.8174,27.7111,26.4338,30.2117,43.1358,51.0205,32.2261,30.415,37.7167,40.8291,61.5361,-11.6238
