Team,Conf,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,Seed,Result,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,ADJ_T,WAB
_Iowa,B10,33,20,121.75,99.977,0.905819,51.1104,47.482,15.938,11.0,,18.8135,37.617,29.065,45.354,35.469,50.682,47.3120,35.0136,31.747,27.5299,37.3311,68.919,+1.247
_Gonzaga,WCC,35,28,114.239,94.016,0.90452,55.21,44.615,17.4105,8.0,32.0,17.4231,30.6197,29.587,41.2144,38.6136,53.617,43.316,39.017,31.849,32.7173,31.2112,64.5173,+4.024
_Oklahoma_St_,B12,34,21,116.221,95.528,0.904421,52.447,46.349,14.711,9.0,,20.058,28.0279,32.0215,49.721,41.0185,51.358,45.050,36.477,32.780,33.8152,33.0177,67.358,+1.442
_Kentucky,SEC,40,29,117.716,96.941,0.903322,49.9149,46.04,18.115,8.0,2.0,16.1301,42.01,29.796,51.811,36.898,50.0102,44.947,33.2214,32.263,27.6294,30.380,63.9211,+4.025
_San_Diego_St_,MWC,34,29,110.091,91.38,0.894623,46.7285,44.49,15.222,4.0,16.0,20.637,36.131,29.484,45.156,32.434,45.1303,43.519,34.2173,30.823,25.6331,30.486,62.0295,+6.113
_VCU,A10,35,26,108.8109,90.56,0.893224,47.9243,47.897,17.287,5.0,,25.61,34.954,30.8141,35.2298,39.7157,45.6287,48.8175,34.9142,30.312,33.9149,30.072,68.822,+3.727
_Iowa_St_,B12,36,28,119.111,99.572,0.887425,54.217,47.793,14.58,3.0,16.0,15.9308,28.8261,28.543,36.4277,30.717,54.49,46.078,35.8101,34.1149,37.565,33.5195,69.714,+7.59
_Baylor,B12,36,24,119.77,100.281,0.885726,51.39,48.7125,17.8131,6.0,16.0,15.8315,40.13,32.0215,44.859,32.333,48.3182,46.491,38.041,35.6246,34.3137,32.8170,60.9327,+3.131
_North_Carolina,ACC,34,24,113.941,95.424,0.884927,49.9149,47.068,16.973,6.0,32.0,19.399,38.111,31.3169,42.997,41.4197,49.7114,46.7101,33.6197,31.747,21.1349,34.1219,68.921,+4.321
_Oklahoma,B12,33,23,118.712,100.28,0.875928,51.773,49.7168,15.73,5.0,,17.8208,32.4131,30.4122,39.4196,38.5133,48.7165,48.8175,37.946,34.2156,37.074,34.9245,69.615,+4.123
_Cincinnati,Amer,34,27,109.2104,92.21,0.875729,47.7248,44.819,17.4105,5.0,,22.412,39.18,32.3229,38.7222,36.081,46.6256,43.213,33.5201,32.057,30.9221,32.6161,61.5312,+5.416
_Oregon,P12,34,24,118.714,100.791,0.86883,53.53,49.114,16.143,7.0,32.0,18.9127,32.2141,31.9213,43.880,47.8301,51.068,49.4197,38.922,32.466,33.7155,32.0139,67.355,+2.733
_New_Mexico,MWC,34,27,113.447,96.336,0.867531,51.1104,45.021,15.938,7.0,,14.9339,32.5129,28.240,46.742,31.323,51.746,41.13,33.2214,34.8195,32.0192,35.0250,64.2196,+4.519
_Harvard,Ivy,31,26,112.654,95.931,0.863733,52.163,46.244,17.6119,12.0,32.0,21.129,32.3135,29.380,48.431,36.390,49.7114,44.947,38.626,32.780,28.6273,30.694,63.6225,+2.435
_Saint_Joseph_s,A10,34,24,114.437,98.257,0.851834,53.924,47.897,18.7198,10.0,,15.3325,29.5239,27.825,43.685,30.615,52.332,46.078,37.946,34.2156,36.976,34.4230,63.9210,+2.236
_Texas,B12,35,24,112.95,97.447,0.845636,47.426,46.554,17.511,7.0,32.0,16.3295,39.66,30.2116,43.486,41.0185,46.9243,42.911,32.7241,35.2221,26.0330,36.0284,66.772,+3.729
_Memphis,Amer,33,23,113.148,97.651,0.844337,51.967,48.4117,18.6191,8.0,32.0,20.346,35.834,33.3269,39.5189,33.850,52.725,49.2189,33.0225,31.026,27.4303,28.952,67.553,+2.832
_Saint_Louis,A10,33,26,105.5173,91.17,0.844338,49.6166,44.49,18.6191,5.0,32.0,21.031,28.8261,29.065,40.3171,35.675,50.590,44.441,31.7288,29.67,32.4183,25.67,65.5125,+3.926
_Kansas_St_,B12,33,20,108.4119,93.614,0.843139,48.7209,45.325,18.5183,9.0,,19.0120,34.759,33.2266,40.3171,45.4277,48.3182,45.974,33.1220,29.35,32.5180,31.2112,62.8260,+0.652
_Stanford,P12,36,23,112.258,97.245,0.838841,51.39,48.0108,17.077,10.0,16.0,17.0251,29.3242,28.137,45.058,37.0103,49.9107,45.871,36.477,34.9201,29.3259,33.9212,65.2137,+1.248
_Arizona_St_,P12,33,21,110.977,97.144,0.820646,52.447,46.349,16.353,10.0,,17.0251,24.5336,30.2116,42.5102,37.3108,48.8158,45.354,39.017,32.673,37.170,27.321,67.356,+1.246
_Providence,BE,35,22,115.424,101.2101,0.820047,48.3222,48.9131,17.398,11.0,,16.4286,35.344,30.8141,41.9120,33.748,46.5258,48.8175,34.7152,32.884,31.7202,28.444,62.9258,+1.345
_Dayton,A10,37,26,113.545,99.775,0.81575,52.447,48.8127,18.115,11.0,8.0,18.8135,33.986,28.858,40.6160,43.0231,50.494,48.3158,37.753,33.2103,31.9194,31.6124,63.4238,+0.749
_Nebraska,B10,32,19,108.8112,95.829,0.812751,48.3222,47.688,16.767,11.0,,19.0120,25.7323,29.065,42.3108,44.9271,47.4219,47.8142,33.3209,31.540,33.5161,35.6267,64.5175,+1.344
_George_Washington,A10,33,24,110.878,97.65,0.811352,51.582,47.276,19.0232,9.0,,19.679,35.149,31.4176,46.643,33.443,50.297,47.4127,36.477,31.233,28.4276,36.1287,65.2145,+3.230
_BYU,WCC,34,22,114.438,101.199,0.805054,50.612,49.114,15.323,10.0,,16.6276,34.954,28.647,47.637,36.898,49.2139,48.2152,36.967,33.7127,22.5347,34.9245,71.05,+0.651
_N_C__State,ACC,36,22,115.425,102.1114,0.802956,50.0144,47.584,15.834,12.0,,17.4231,34.175,35.6325,37.0264,42.6223,51.554,47.3120,30.5323,32.160,25.5332,30.694,64.5172,+0.750
_Xavier,BE,34,21,112.653,100.282,0.79196,51.773,49.4153,18.7198,12.0,,16.9257,34.175,28.754,41.6131,39.5155,51.554,47.4127,34.8151,35.2221,27.0309,35.7269,64.0208,+1.539
_Massachusetts,A10,33,24,109.696,97.549,0.791961,50.4128,46.657,18.8211,6.0,,18.7144,34.369,31.7199,39.2204,37.2105,49.9107,46.8105,34.6159,30.823,26.1328,27.017,69.812,+3.728
_Colorado,P12,35,23,107.4134,96.739,0.769165,48.3222,49.4153,19.7264,8.0,,17.8208,34.080,26.17,48.332,30.213,48.6173,47.3120,31.8285,35.6246,30.4237,35.5263,64.9154,+2.434
_North_Dakota_St_,Sum,30,23,114.634,103.6143,0.761468,54.514,49.8172,15.628,12.0,32.0,17.1243,30.6197,27.929,41.6131,40.2163,55.47,46.182,34.7152,37.8315,27.0309,35.0250,62.0293,+0.3258
_Stephen_F__Austin,Slnd,33,30,112.751,102.2115,0.75417,52.353,50.5206,16.973,12.0,32.0,23.66,38.210,28.961,39.9180,50.7326,52.332,50.0224,34.9142,34.7187,36.087,26.212,61.4313,+1.837
_Tulsa,CUSA,34,21,106.2157,96.537,0.752071,49.2186,46.452,16.767,13.0,,20.346,30.2217,29.692,47.140,47.5296,49.2139,43.213,32.7241,35.2221,31.8198,33.9212,66.483,-3.496
_Manhattan,MAAC,33,25,106.9142,97.143,0.751873,50.7117,45.427,19.7264,13.0,,21.717,34.467,33.3269,55.52,52.8334,48.7165,44.030,36.967,32.780,30.7229,27.831,67.647,-0.3864
_New_Mexico_St_,WAC,35,25,112.357,102.6124,0.740276,53.233,44.49,18.7198,13.0,,16.1301,37.716,33.0255,53.94,34.152,52.924,42.79,36.190,33.2103,26.7316,23.12,65.1146,-2.281
_North_Carolina_Central,MEAC,32,26,108.6114,100.793,0.704692,50.2138,44.49,17.287,14.0,,23.75,35.440,33.1260,49.523,44.8270,50.873,43.213,32.5257,31.026,29.2261,35.9279,62.1290,-0.565
_Mercer,ASun,33,24,110.39,102.4121,0.699594,54.023,46.864,17.511,14.0,32.0,19.0120,32.0149,31.1154,37.3256,41.0185,51.650,46.9110,38.823,31.026,37.170,37.2309,63.2243,-2.688
_Louisiana,SB,32,20,111.962,105.6183,0.6614111,51.582,50.4202,18.8211,14.0,,18.5155,36.526,31.8206,44.369,44.0258,49.6122,50.6248,37.161,33.2103,32.1191,30.590,68.037,-3.799
_Delaware,CAA,35,25,111.467,106.6201,0.623712,50.4128,49.4153,13.44,13.0,,16.8261,29.1249,32.8249,43.976,38.0120,49.5124,49.6206,34.7152,32.780,34.5128,31.7130,70.49,-1.268
_American,Pat,33,20,102.5221,98.256,0.6193121,55.87,46.452,23.1345,15.0,,19.679,26.5308,29.796,35.0301,40.7176,55.18,45.767,37.946,31.953,35.892,31.2112,59.4344,-5.3130
_Eastern_Kentucky,OVC,32,22,112.652,108.5232,0.6039127,56.74,55.7342,15.834,15.0,,24.23,23.0346,34.0288,43.291,54.9343,55.75,56.7346,38.626,35.8256,44.39,35.4260,64.0204,-3.294
_Western_Michigan,MAC,32,22,106.016,103.3136,0.5730135,52.066,47.688,20.9316,14.0,,18.5155,31.0185,32.0215,51.415,34.758,53.715,47.8142,32.6247,31.540,35.1111,38.3319,65.1150,-2.890
_Milwaukee,Horz,34,20,104.9182,104.5159,0.5123164,49.119,49.114,19.9275,15.0,,18.5155,28.6264,31.2160,44.764,36.594,49.1144,50.4240,32.7241,31.026,40.629,32.5159,65.8106,-5.9141
_Albany,AE,34,19,103.5202,103.7145,0.495317,48.8203,48.3116,19.7264,16.0,,18.3168,31.9153,28.442,42.0117,29.16,47.0238,46.078,36.094,34.9201,26.1328,36.6296,61.2319,-8.5186
_Weber_St_,BSky,29,17,106.8146,107.2214,0.4869174,54.12,47.897,19.0232,16.0,,13.8347,28.4269,28.754,49.721,35.163,51.164,47.0113,39.412,33.7127,37.170,22.61,62.3284,-6.8154
_Cal_Poly,BW,32,12,102.6217,105.0169,0.4358194,46.0316,49.315,14.711,16.0,,18.1186,30.9189,33.2266,33.2328,42.9226,44.2327,48.6171,33.0225,33.8136,35.4101,31.0103,58.4347,-10.6241
_Wofford,SC,30,17,100.4264,102.8128,0.4308197,48.8203,49.5162,16.456,15.0,,19.773,30.9189,29.065,33.0329,39.4153,47.4219,49.6206,34.6159,32.989,29.7250,28.343,60.1339,-6.4151
_Mount_St__Mary_s,NEC,33,16,107.8125,111.6288,0.401321,51.582,53.5319,16.767,16.0,,18.8135,27.8282,33.0255,36.7270,34.556,50.297,54.6341,35.5119,33.4118,43.415,23.93,67.938,-9.4207
_Coastal_Carolina,BSth,31,18,98.9281,102.5122,0.3982213,48.0238,47.584,20.2285,16.0,,18.3168,34.273,29.380,38.6227,39.6156,47.6214,46.7101,32.6247,32.466,31.3210,42.4349,65.5122,-7.5167
_Texas_Southern,SWAC,33,18,106.9144,113.3318,0.3370243,51.773,50.2193,19.3249,16.0,,15.8315,33.693,31.2160,49.325,29.89,50.776,48.9180,35.8101,35.6246,32.3186,29.667,65.6114,-9.6214
