Team,Conf,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,Seed,Result
2024_Auburn,SEC,35,27,121.01,93.17,0.95344,54.235,43.71,15.156,4.0,
2024_Iowa_St_,B12,37,29,113.653,87.72,0.95175,52.097,47.436,15.468,2.0,16.0
2024_Arizona,P12,36,27,120.512,93.38,0.95016,54.53,48.467,16.0104,2.0,16.0
2024_Tennessee,SEC,36,27,115.931,90.43,0.94557,51.1147,45.35,14.534,2.0,8.0
2024_Duke,ACC,36,27,121.39,95.52,0.93998,54.628,48.678,14.431,4.0,8.0
2024_North_Carolina,ACC,37,29,119.218,94.314,0.93699,51.5126,46.718,14.119,1.0,16.0
2024_Creighton,BE,35,25,121.78,97.132,0.93091,57.33,46.311,15.468,3.0,16.0
2024_Marquette,BE,37,27,118.62,94.916,0.928911,55.02,49.8133,14.327,2.0,16.0
2024_Gonzaga,WCC,35,27,123.65,99.157,0.926912,57.06,47.332,14.015,5.0,16.0
2024_Illinois,B10,38,29,125.74,101.191,0.924713,53.648,48.046,15.051,3.0,8.0
2024_Alabama,SEC,37,25,126.12,102.5121,0.915414,56.31,49.7127,15.995,4.0,4.0
2024_Saint_Mary_s,WCC,34,26,115.335,94.111,0.912415,52.867,45.14,16.0104,5.0,
2024_Baylor,B12,35,24,122.67,101.088,0.902817,55.714,51.4234,17.7216,3.0,32.0
2024_Michigan_St_,B10,35,20,113.355,93.59,0.901518,51.6121,48.046,15.051,9.0,32.0
2024_Texas,B12,34,21,116.629,96.525,0.898019,53.064,48.154,16.9174,7.0,32.0
2024_Clemson,ACC,36,24,117.723,97.434,0.89782,53.944,48.256,14.843,6.0,8.0
2024_Kansas,B12,34,23,113.751,94.213,0.897121,53.55,48.36,16.5143,4.0,32.0
2024_Florida,SEC,36,24,120.511,100.276,0.893622,51.8109,49.3106,15.784,7.0,
2024_Colorado,P12,37,26,118.321,98.645,0.890223,55.415,49.7127,18.1249,10.0,32.0
2024_BYU,B12,34,23,119.814,99.97,0.889724,54.823,48.256,15.364,6.0,
2024_Wisconsin,B10,36,22,118.819,99.159,0.889225,52.288,52.0259,14.947,5.0,
2024_Nebraska,B10,34,23,116.03,96.929,0.888226,53.161,46.718,15.893,8.0,
2024_Kentucky,SEC,33,23,122.76,102.7124,0.886327,57.24,49.6123,14.223,3.0,
2024_San_Diego_St_,MWC,37,26,112.071,94.112,0.880228,49.922,47.332,16.2114,5.0,16.0
2024_New_Mexico,MWC,36,26,113.948,96.023,0.877429,50.5183,48.154,14.015,11.0,
2024_Texas_Tech,B12,34,23,116.925,99.362,0.866932,52.674,49.299,16.5143,6.0,
2024_Texas_A_M,SEC,36,21,117.722,100.071,0.866733,45.734,50.518,14.119,9.0,32.0
2024_Mississippi_St_,SEC,35,21,112.367,95.521,0.865234,51.4139,48.046,18.9299,8.0,
2024_Nevada,MWC,34,26,115.037,98.138,0.861736,53.258,48.467,15.261,10.0,
2024_Northwestern,B10,34,22,115.734,98.851,0.859237,52.674,51.5239,13.47,9.0,32.0
2024_Washington_St_,P12,35,25,112.86,96.726,0.854939,51.8109,47.227,16.4134,7.0,32.0
2024_Colorado_St_,MWC,36,25,112.861,96.828,0.852343,54.235,48.571,15.468,10.0,
2024_Boise_St_,MWC,33,22,113.752,97.835,0.849744,51.0152,49.8133,16.4134,10.0,
2024_TCU,B12,34,21,114.047,98.239,0.848146,51.5126,50.7191,18.0242,9.0,
2024_Dayton,A10,33,25,116.726,100.681,0.847047,56.211,48.36,16.0104,7.0,32.0
2024_N_C__State,ACC,41,26,114.244,99.158,0.836648,50.7169,49.5113,13.89,11.0,4.0
2024_South_Carolina,SEC,34,26,115.038,100.175,0.83095,50.9156,48.467,15.573,6.0,
2024_Drake,MVC,35,28,114.84,100.173,0.828251,54.725,50.8195,13.89,10.0,
2024_Oregon,P12,36,24,114.245,99.768,0.827052,51.9102,51.5239,14.739,11.0,32.0
2024_Florida_Atlantic,Amer,34,25,116.728,102.512,0.816255,54.725,49.6123,16.2114,8.0,
2024_Utah_St_,MWC,35,28,114.939,101.395,0.809158,54.043,49.8133,15.573,8.0,32.0
2024_Virginia,ACC,34,23,104.1207,92.36,0.798862,48.6262,46.617,13.04,10.0,
2024_Grand_Canyon,WAC,35,30,111.28,98.85,0.795463,51.4139,45.89,17.8226,12.0,32.0
2024_James_Madison,SB,36,32,111.873,100.784,0.769774,53.944,47.227,14.947,12.0,32.0
2024_Duquesne,A10,37,25,107.0147,97.031,0.754978,50.0215,48.571,17.4203,11.0,32.0
2024_McNeese_St_,Slnd,34,30,111.082,101.699,0.733487,54.235,48.36,14.015,12.0,
2024_Samford,SC,35,29,112.565,103.1132,0.731289,56.88,50.518,17.8226,13.0,
2024_Yale,Ivy,33,23,109.999,101.192,0.722793,52.191,50.417,14.327,13.0,32.0
2024_Charleston,CAA,35,27,113.85,105.5178,0.704599,52.288,51.2216,14.327,13.0,
2024_UAB,Amer,35,23,113.256,106.6195,0.6668108,50.0215,51.0206,16.8167,12.0,
2024_Vermont,AE,35,28,104.3199,98.748,0.6522113,51.6121,46.821,13.914,13.0,
2024_Oakland,Horz,36,24,108.9112,104.615,0.6132125,51.9102,50.6187,15.995,14.0,32.0
2024_Western_Kentucky,CUSA,34,22,105.5173,101.8103,0.601213,51.7115,48.678,18.4278,15.0,
2024_Morehead_St_,OVC,35,26,107.5138,103.9145,0.5968131,54.235,46.413,18.2263,14.0,
2024_Akron,MAC,35,24,105.2178,102.0105,0.5880137,51.7115,49.194,16.9174,14.0,
2024_South_Dakota_St_,Sum,35,22,108.2127,105.217,0.5815138,55.217,51.3221,16.6152,15.0,
2024_Colgate,Pat,35,25,102.9221,102.9129,0.4985162,53.353,47.943,16.2114,14.0,
2024_Longwood,BSth,35,21,104.1205,105.618,0.4605181,49.1248,51.9255,18.3271,16.0,
2024_Long_Beach_St_,BW,36,21,105.1179,107.7219,0.4317191,48.5265,51.1209,17.1184,15.0,
2024_Montana_St_,BSky,35,17,103.6216,107.121,0.4051206,54.235,52.3277,16.7159,16.0,
2024_Saint_Peter_s,MAAC,33,19,97.0317,101.293,0.3803218,44.6353,47.125,19.2314,15.0,
2024_Stetson,ASun,35,22,107.9134,114.3347,0.3415235,52.867,52.3277,15.995,16.0,
2024_Grambling_St_,SWAC,36,21,98.9288,106.419,0.3020262,48.1275,49.7127,20.033,16.0,
2024_Howard,MEAC,35,18,104.7191,113.6338,0.2800276,51.7115,51.1209,21.2346,16.0,
2024_Wagner,NEC,33,17,96.2325,105.3172,0.2625286,45.1347,48.882,15.784,16.0,
2018_Villanova,BE,40,36,128.71,94.415,0.97251,59.51,48.555,15.013,1.0,1.0
2018_Virginia,ACC,34,31,115.03,87.11,0.96052,52.794,44.33,14.03,1.0,
2018_Duke,ACC,37,29,122.73,93.37,0.95873,55.918,46.412,17.5116,2.0,8.0
2018_Purdue,B10,37,30,123.62,96.134,0.94764,57.75,47.019,15.829,2.0,16.0
2018_Cincinnati,Amer,36,31,112.156,87.92,0.94285,51.2157,43.32,17.073,2.0,32.0
2018_Kansas,B12,39,31,122.54,96.742,0.93816,57.58,49.176,16.652,1.0,4.0
2018_Michigan,B10,41,33,114.734,90.73,0.93727,53.956,47.736,14.03,3.0,2.0
2018_West_Virginia,B12,37,26,121.27,96.235,0.93458,50.4189,49.9118,16.544,5.0,16.0
2018_Michigan_St_,B10,35,30,119.211,94.717,0.93409,56.912,42.71,19.2231,3.0,32.0
2018_Xavier,BE,35,29,121.35,97.755,0.92381,55.918,49.9118,17.285,1.0,32.0
2018_North_Carolina,ACC,37,26,121.08,97.45,0.923611,52.0123,50.1131,16.758,2.0,32.0
2018_Tennessee,SEC,35,26,114.536,92.46,0.921812,50.8173,46.714,17.914,3.0,32.0
2018_Gonzaga,WCC,37,32,117.615,95.221,0.918813,57.011,47.123,16.135,4.0,16.0
2018_Texas_Tech,B12,37,27,113.149,91.84,0.916514,52.0123,46.412,17.8131,3.0,8.0
2018_Ohio_St_,B10,34,25,116.322,94.616,0.914615,54.149,48.761,17.181,5.0,32.0
2018_Florida,SEC,34,21,115.626,94.213,0.912717,50.8173,48.761,14.36,6.0,32.0
2018_Houston,Amer,35,27,115.229,94.314,0.908818,53.375,45.56,17.5116,6.0,32.0
2018_Butler,BE,35,21,116.42,95.727,0.905419,54.054,51.9226,15.726,10.0,32.0
2018_Kentucky,SEC,37,26,116.223,96.032,0.89952,51.8131,46.817,18.618,5.0,16.0
2018_Clemson,ACC,35,25,112.952,93.48,0.897821,52.986,47.227,17.4103,5.0,16.0
2018_Seton_Hall,BE,34,22,118.214,98.566,0.890022,52.986,50.3143,17.8131,8.0,32.0
2018_Creighton,BE,33,21,116.619,97.757,0.883523,57.49,50.1131,15.622,8.0,
2018_TCU,B12,33,21,119.81,100.896,0.879124,56.515,52.3241,17.8131,6.0,
2018_Wichita_St_,Amer,33,25,121.36,103.0143,0.866925,55.125,49.493,16.544,4.0,
2018_Auburn,SEC,34,26,114.339,97.349,0.865026,50.8173,49.7109,16.44,4.0,32.0
2018_Texas_A_M,SEC,35,22,111.559,95.118,0.862827,51.415,46.918,19.2231,7.0,16.0
2018_Florida_St_,ACC,35,23,113.448,96.741,0.862628,53.278,48.45,17.8131,9.0,8.0
2018_Miami_FL,ACC,32,22,113.545,96.844,0.861829,53.181,49.071,16.864,6.0,
2018_Kansas_St_,B12,37,25,109.881,94.011,0.85653,52.61,49.176,17.285,9.0,8.0
2018_Virginia_Tech,ACC,33,21,115.527,98.974,0.855831,57.75,50.4147,17.073,8.0,
2018_Texas,B12,34,19,109.682,94.112,0.853132,50.0203,48.345,17.073,10.0,
2018_Arizona,P12,35,27,117.217,100.794,0.850835,56.316,49.9118,17.5116,4.0,
2018_San_Diego_St_,MWC,33,22,110.576,95.12,0.847536,51.7137,48.658,17.073,11.0,
2018_Arkansas,SEC,35,23,117.018,100.897,0.847137,53.861,50.4147,15.115,7.0,
2018_Loyola_Chicago,MVC,38,32,110.868,95.729,0.842941,57.75,47.431,19.1222,11.0,4.0
2018_Nevada,MWC,37,29,119.113,103.0142,0.841543,54.829,49.493,13.51,7.0,16.0
2018_Missouri,SEC,33,20,111.462,96.438,0.841244,54.149,46.714,20.8312,8.0,
2018_Oklahoma,B12,32,18,114.932,99.884,0.834746,53.571,51.0179,17.397,10.0,
2018_Syracuse,ACC,37,23,106.3134,92.45,0.833647,46.9323,46.21,19.1222,11.0,16.0
2018_Davidson,A10,33,21,117.316,102.7132,0.821751,57.49,51.2191,14.57,12.0,
2018_N_C__State,ACC,33,21,116.025,101.7114,0.819352,53.474,51.6214,16.864,9.0,
2018_Arizona_St_,P12,32,20,116.124,102.513,0.808355,53.861,50.6158,14.79,11.0,
2018_Alabama,SEC,36,20,108.2103,95.73,0.803257,51.9128,47.84,20.3288,9.0,32.0
2018_Providence,BE,35,21,108.892,96.336,0.802059,49.6219,50.3143,17.4103,10.0,
2018_South_Dakota_St_,Sum,35,28,114.243,101.3105,0.798561,54.341,50.0127,14.03,12.0,
2018_Rhode_Island,A10,34,26,110.078,97.654,0.797262,51.1162,50.4147,15.317,7.0,32.0
2018_UCLA,P12,33,21,114.242,101.611,0.794163,53.766,49.176,16.652,11.0,
2018_New_Mexico_St_,WAC,34,28,107.212,95.423,0.791264,51.6141,46.09,17.4103,12.0,
2018_Buffalo,MAC,36,27,114.933,103.1145,0.776666,54.829,48.864,16.544,13.0,32.0
2018_St__Bonaventure,A10,34,26,109.98,100.086,0.747277,51.6141,49.071,16.339,11.0,
2018_Murray_St_,OVC,32,26,111.065,101.1102,0.745178,55.026,47.227,17.6123,12.0,
2018_UNC_Greensboro,SC,35,27,103.7191,95.525,0.721086,51.7137,47.532,19.8269,13.0,
2018_Montana,BSky,34,26,107.0123,98.869,0.716589,51.2157,48.45,17.4103,14.0,
2018_Stephen_F__Austin,Slnd,35,28,104.7171,97.652,0.691896,53.181,49.7109,20.7305,14.0,
2018_Georgia_St_,SB,35,24,109.189,101.8117,0.688897,53.956,47.123,16.758,15.0,
2018_Bucknell,Pat,35,25,108.597,101.8115,0.6770101,53.956,47.84,17.073,14.0,
2018_Penn,Ivy,33,24,104.0186,98.059,0.666211,52.986,47.019,16.652,16.0,
2018_Marshall,CUSA,36,25,108.891,103.0144,0.6515115,54.732,49.9118,17.285,13.0,32.0
2018_Charleston,CAA,34,26,107.0124,104.5172,0.5675136,52.794,49.9118,15.115,13.0,
2018_Wright_St_,Horz,35,25,99.7256,97.551,0.5640138,48.6273,48.345,18.618,14.0,
2018_Lipscomb,ASun,33,23,103.6193,102.1122,0.5411149,51.5146,52.0231,20.0277,15.0,
2018_Iona,MAAC,34,20,109.286,107.9243,0.5341153,53.956,52.5251,16.033,15.0,
2018_UMBC,AE,36,25,102.5207,102.5131,0.4981164,52.2113,51.6214,17.285,16.0,32.0
2018_Cal_St__Fullerton,BW,32,20,102.0223,102.8134,0.4775171,51.6141,48.244,20.7305,15.0,
2018_Radford,BSth,36,23,101.8226,103.2151,0.4604182,49.3236,50.1131,18.719,16.0,
2018_Texas_Southern,SWAC,36,16,105.0161,112.6318,0.309125,50.5186,51.2191,17.285,16.0,
2018_LIU,NEC,35,18,102.2214,110.2285,0.2955257,52.1116,50.0127,19.5254,16.0,
2018_North_Carolina_Central,MEAC,35,19,95.3322,110.529,0.1546324,50.4189,48.555,20.8312,16.0,
2008_Kansas,B12,40,37,122.12,86.42,0.98151,56.65,44.39,19.148,1.0,1.0
2008_Memphis,CUSA,40,38,117.76,86.93,0.97032,52.753,43.45,16.67,1.0,2.0
2008_UCLA,P10,39,35,116.98,87.75,0.96473,52.273,46.535,19.148,1.0,4.0
2008_North_Carolina,ACC,39,36,123.61,92.826,0.96434,53.047,48.29,18.842,1.0,4.0
2008_Wisconsin,B10,36,31,113.336,86.31,0.95805,50.6138,43.45,19.568,3.0,16.0
2008_Louisville,BE,36,27,112.839,87.44,0.94946,53.145,44.17,20.2105,3.0,8.0
2008_Duke,ACC,34,28,116.61,90.81,0.94667,53.638,47.667,18.326,2.0,32.0
2008_Texas,B12,38,31,121.33,94.741,0.94508,51.5106,45.721,14.21,2.0,8.0
2008_Georgetown,BE,34,28,113.732,88.86,0.94509,56.74,41.91,21.318,2.0,32.0
2008_Washington_St_,P10,35,26,114.127,90.78,0.93321,53.734,46.741,17.011,4.0,16.0
2008_Stanford,P10,36,28,113.533,90.79,0.929111,49.817,44.39,18.842,3.0,16.0
2008_Marquette,BE,35,25,114.823,92.018,0.927612,50.6138,46.329,18.739,6.0,32.0
2008_Clemson,ACC,34,24,113.93,91.312,0.926913,51.987,48.185,20.3117,5.0,
2008_Davidson,SC,36,29,115.416,92.625,0.926814,54.123,49.314,17.314,10.0,8.0
2008_Tennessee,SEC,36,31,115.318,92.524,0.926615,52.465,49.1126,18.224,2.0,16.0
2008_Xavier,A10,37,30,116.311,94.235,0.918016,54.614,47.15,19.883,3.0,8.0
2008_Michigan_St_,B10,36,27,115.319,93.629,0.917217,52.658,46.026,21.1168,5.0,16.0
2008_Texas_A_M,B12,36,25,112.838,92.12,0.911818,52.084,44.917,19.253,9.0,32.0
2008_West_Virginia,BE,37,26,114.526,93.63,0.910619,51.411,48.08,16.46,7.0,16.0
2008_Kansas_St_,B12,33,21,115.22,94.437,0.90862,49.518,48.398,20.8153,11.0,32.0
2008_Drake,MVC,33,28,120.04,98.696,0.905321,52.658,50.4195,18.022,5.0,
2008_Purdue,B10,34,25,110.851,91.413,0.901122,49.1195,49.1126,19.148,6.0,32.0
2008_Pittsburgh,BE,37,27,116.97,96.867,0.897923,50.813,47.978,18.224,4.0,32.0
2008_Connecticut,BE,33,24,115.615,95.958,0.896124,50.6138,44.28,19.457,4.0,
2008_Arizona,P10,34,19,116.112,96.463,0.894925,53.929,48.7111,18.634,10.0,
2008_Gonzaga,WCC,33,25,113.435,94.134,0.894926,54.517,45.721,20.7148,7.0,
2008_Notre_Dame,BE,33,25,115.417,96.06,0.892327,52.273,46.638,18.326,5.0,32.0
2008_Butler,Horz,34,30,115.022,95.754,0.891728,54.123,48.08,16.99,7.0,32.0
2008_USC,P10,33,21,110.156,91.815,0.890229,53.34,44.814,21.9213,6.0,
2008_Indiana,B10,33,25,114.824,95.856,0.88903,52.368,47.356,20.095,8.0,
2008_Mississippi_St_,SEC,34,23,108.574,92.017,0.870234,52.273,42.53,21.4182,8.0,32.0
2008_BYU,MWC,35,27,106.7106,90.811,0.864935,53.242,43.24,20.1102,8.0,
2008_Miami_FL,ACC,34,23,112.341,96.061,0.857637,49.2187,47.046,19.046,7.0,32.0
2008_Arkansas,SEC,35,23,111.547,95.451,0.857038,51.987,48.41,21.8204,9.0,32.0
2008_Baylor,B12,32,21,116.69,100.5127,0.84614,51.987,48.398,17.213,11.0,
2008_Oregon,P10,32,18,118.75,102.5168,0.844441,55.87,50.3189,18.43,9.0,
2008_UNLV,MWC,35,27,109.663,94.845,0.840543,48.6214,46.329,16.78,8.0,32.0
2008_Saint_Mary_s,WCC,32,25,108.278,93.832,0.837445,52.465,44.814,19.568,10.0,
2008_Villanova,BE,35,22,108.673,94.438,0.832846,49.1195,51.1224,20.513,12.0,16.0
2008_Oklahoma,B12,35,23,108.279,94.236,0.829947,50.1157,47.046,19.778,6.0,32.0
2008_Western_Kentucky,SB,36,29,110.553,96.464,0.827248,53.638,47.253,20.2105,12.0,16.0
2008_Saint_Joseph_s,A10,34,21,114.625,100.1117,0.824749,54.614,50.6203,19.356,11.0,
2008_Vanderbilt,SEC,34,26,112.142,98.695,0.813854,54.123,49.7159,19.883,4.0,
2008_Kent_St_,MAC,35,28,106.7105,94.539,0.80146,52.561,46.638,22.524,9.0,
2008_Temple,A10,34,21,111.944,99.8113,0.789266,54.123,49.1126,19.148,12.0,
2008_Kentucky,SEC,31,18,107.392,95.855,0.788068,52.753,45.018,23.7293,11.0,
2008_South_Alabama,SB,33,26,111.348,100.3123,0.767974,53.929,48.41,20.6139,10.0,
2008_Oral_Roberts,Sum,33,24,102.9168,93.731,0.747281,49.9166,44.814,19.253,13.0,
2008_George_Mason,CAA,34,23,108.87,99.4105,0.737986,52.368,47.563,18.739,12.0,
2008_Georgia,SEC,34,17,103.9148,95.652,0.72349,47.8251,48.185,21.8204,14.0,
2008_Siena,MAAC,34,23,107.687,100.0115,0.700994,50.5143,51.8249,15.95,13.0,32.0
2008_Cal_St__Fullerton,BW,32,23,109.959,102.6172,0.687898,54.222,52.7281,18.326,14.0,
2008_Winthrop,BSth,34,22,97.1249,91.714,0.6606111,49.6177,46.638,19.883,13.0,
2008_San_Diego,WCC,36,22,100.8191,95.248,0.6583112,49.4182,49.0122,22.1223,13.0,32.0
2008_Portland_St_,BSky,33,23,107.689,102.7173,0.6308119,54.419,50.6203,21.5192,16.0,
2008_Cornell,Ivy,28,22,108.377,104.5202,0.6016126,55.49,49.1126,19.989,14.0,
2008_Boise_St_,WAC,34,25,106.6109,103.2181,0.5936133,57.12,50.3189,21.2175,14.0,
2008_UMBC,AE,33,24,111.15,108.428,0.5701139,51.987,50.8211,14.52,15.0,
2008_Belmont,ASun,34,25,106.6108,104.7209,0.5521145,53.242,51.9251,20.4124,15.0,
2008_American,Pat,33,21,106.2113,105.2219,0.5256155,52.273,47.769,22.524,15.0,
2008_Austin_Peay,OVC,35,24,103.1162,103.6189,0.4869164,51.797,54.2319,18.326,15.0,
2008_Mount_St__Mary_s,NEC,34,19,99.9209,100.8137,0.472817,49.817,47.253,20.8153,16.0,
2008_UT_Arlington,Slnd,33,21,100.919,103.7192,0.4220185,52.368,47.563,24.0301,16.0,
2008_Coppin_St_,MEAC,36,15,92.4312,105.7231,0.1741294,43.5332,50.4195,22.2226,16.0,
2008_Mississippi_Valley_St_,SWAC,33,17,90.7323,105.3221,0.1521307,43.4334,49.8163,21.7202,16.0,
2013_Louisville,BE,40,35,117.08,86.02,0.97181,50.683,44.832,18.378,1.0,1.0
2013_Florida,SEC,37,29,116.99,87.14,0.96702,55.26,43.39,17.85,3.0,8.0
2013_Indiana,B10,36,29,122.02,91.216,0.96603,54.79,44.015,19.3133,1.0,16.0
2013_Gonzaga,WCC,34,31,120.13,91.62,0.95734,54.98,44.933,17.229,1.0,32.0
2013_Syracuse,BE,40,30,113.822,88.46,0.94805,49.0141,42.65,18.9112,4.0,4.0
2013_Michigan,B10,38,30,122.61,95.35,0.94786,54.611,48.0142,14.61,4.0,2.0
2013_Kansas,B12,37,31,112.829,87.65,0.94787,53.324,41.51,20.3192,1.0,16.0
2013_Duke,ACC,36,30,119.54,93.032,0.94728,53.917,45.55,15.64,2.0,8.0
2013_Ohio_St_,B10,37,29,114.714,90.914,0.93579,50.683,45.446,16.21,2.0,8.0
2013_Wisconsin,B10,35,23,108.274,85.91,0.93441,48.6159,43.07,15.75,5.0,
2013_Michigan_St_,B10,35,26,112.431,89.38,0.933811,50.683,44.527,20.8224,3.0,16.0
2013_Georgetown,BE,32,25,108.768,86.53,0.932112,51.171,43.07,20.1178,2.0,
2013_Arizona,P12,35,27,115.711,93.736,0.918013,52.539,46.684,19.5143,6.0,16.0
2013_VCU,A10,36,27,115.013,93.434,0.916114,51.366,49.9226,16.921,5.0,32.0
2013_Pittsburgh,BE,33,24,114.119,92.73,0.915815,51.754,44.629,18.165,8.0,
2013_Miami_FL,ACC,36,29,113.624,92.426,0.914716,51.949,45.758,16.716,2.0,16.0
2013_Saint_Louis,A10,35,28,109.262,88.97,0.914117,50.494,45.55,17.642,4.0,32.0
2013_Creighton,MVC,36,28,117.77,96.469,0.907818,58.21,45.966,18.9112,7.0,32.0
2013_Wichita_St_,MVC,39,30,111.934,92.427,0.899819,50.0104,45.341,19.4137,9.0,4.0
2013_Minnesota,B10,34,21,113.723,94.139,0.89832,49.3125,45.655,21.6264,11.0,32.0
2013_Marquette,BE,35,26,114.02,94.748,0.894421,49.6112,46.273,20.9233,3.0,8.0
2013_Oklahoma_St_,B12,33,24,108.865,90.413,0.894122,48.8149,44.527,18.27,5.0,
2013_Saint_Mary_s,WCC,34,27,115.312,96.468,0.886924,53.72,47.1111,18.378,11.0,
2013_North_Carolina,ACC,35,24,112.73,94.546,0.883225,49.3125,48.0142,17.229,8.0,32.0
2013_Kansas_St_,B12,34,26,114.316,95.961,0.882826,49.1135,47.5125,18.27,4.0,
2013_Missouri,SEC,34,23,114.615,96.672,0.876227,51.27,46.171,18.9112,9.0,
2013_Iowa_St_,B12,35,23,118.35,99.813,0.875728,53.819,48.0142,18.588,10.0,32.0
2013_UNLV,MWC,34,24,105.9112,89.89,0.86903,48.9144,44.117,20.2185,5.0,
2013_Colorado_St_,MWC,33,24,117.86,99.9134,0.869031,49.213,48.6165,17.229,8.0,32.0
2013_San_Diego_St_,MWC,32,21,107.189,90.915,0.868232,48.5168,44.731,18.165,7.0,32.0
2013_Notre_Dame,BE,35,25,114.118,96.975,0.867233,52.244,46.894,17.642,7.0,
2013_Illinois,B10,34,21,110.84,94.242,0.865834,47.5223,48.7171,17.642,7.0,32.0
2013_Oregon,P12,37,28,105.9111,90.112,0.865735,49.3125,46.478,21.4254,12.0,16.0
2013_Memphis,CUSA,36,31,107.583,91.518,0.865036,52.441,45.55,20.7214,6.0,32.0
2013_Cincinnati,BE,34,22,105.5116,89.91,0.864137,46.2272,43.39,19.4137,10.0,
2013_New_Mexico,MWC,35,29,108.273,92.628,0.857739,48.4173,45.966,17.642,3.0,
2013_N_C__State,ACC,35,24,116.41,99.6126,0.85764,54.215,46.894,18.063,8.0,
2013_Butler,A10,35,26,110.445,94.647,0.855541,50.78,46.786,20.2185,6.0,32.0
2013_La_Salle,A10,34,24,113.225,97.791,0.844842,51.949,49.3199,17.127,13.0,16.0
2013_Colorado,P12,33,21,106.1108,91.721,0.842343,48.318,45.966,20.017,10.0,
2013_Middle_Tennessee,SB,34,28,106.697,92.225,0.841544,51.171,44.422,20.7214,11.0,
2013_Villanova,BE,33,19,106.4102,92.124,0.840345,47.3233,47.3114,22.9311,9.0,
2013_UCLA,P12,35,25,111.237,96.367,0.838546,49.1135,47.5125,15.87,6.0,
2013_Oklahoma,B12,32,20,111.835,97.279,0.833848,47.8211,47.412,17.539,10.0,
2013_Mississippi,SEC,36,27,111.236,97.077,0.828351,49.1135,46.478,15.98,12.0,32.0
2013_Boise_St_,MWC,30,19,113.226,98.8112,0.827052,51.852,51.4277,18.484,13.0,
2013_Temple,A10,34,24,111.933,98.3105,0.816255,49.0141,49.0188,15.98,9.0,32.0
2013_California,P12,33,21,106.51,93.937,0.810957,48.0199,44.321,18.9112,12.0,32.0
2013_Belmont,OVC,31,24,110.346,97.484,0.807558,56.52,48.0142,19.6151,11.0,
2013_Davidson,SC,33,25,112.132,99.5124,0.798361,53.126,45.341,17.023,14.0,
2013_Bucknell,Pat,33,27,106.1107,94.443,0.793162,49.6112,42.54,15.12,11.0,
2013_Valparaiso,Horz,33,25,109.953,99.7128,0.755375,55.75,46.273,21.8273,14.0,
2013_Akron,MAC,32,25,104.8124,95.756,0.739181,51.074,44.629,20.8224,12.0,
2013_New_Mexico_St_,WAC,34,23,103.9142,96.67,0.697694,49.3125,45.446,21.9275,13.0,
2013_Florida_Gulf_Coast,ASun,35,24,104.8125,97.586,0.696395,51.657,46.9101,21.0239,15.0,16.0
2013_Iona,MAAC,34,20,114.117,106.2257,0.695096,52.147,51.6286,17.127,15.0,
2013_South_Dakota_St_,Sum,32,22,111.138,105.0234,0.6591106,53.324,51.2269,16.412,13.0,
2013_Harvard,Ivy,29,19,106.794,101.3154,0.6455112,54.314,49.2196,20.8224,14.0,32.0
2013_Pacific,BW,33,20,106.1109,102.5178,0.5967133,50.589,50.0231,17.85,15.0,
2013_Northwestern_St_,Slnd,28,19,106.2105,103.3196,0.5787137,49.0141,47.8134,19.213,14.0,
2013_Albany,AE,35,24,102.6162,100.4141,0.5636145,49.6112,48.3157,21.2247,15.0,
2013_Western_Kentucky,SB,35,19,101.618,101.6162,0.4988166,48.6159,47.914,22.2288,16.0,
2013_Montana,BSky,30,23,103.0152,103.1186,0.4988167,52.931,48.6165,19.1126,13.0,
2013_James_Madison,CAA,36,21,99.9212,100.8145,0.4752178,47.6219,48.7171,17.229,16.0,
2013_Southern,SWAC,30,20,96.9267,98.2103,0.4622182,49.1135,41.92,16.819,16.0,
2013_LIU,NEC,34,20,109.658,112.533,0.4250195,54.412,52.6311,20.3192,16.0,
2013_North_Carolina_A_T,MEAC,36,19,92.0319,97.076,0.3540225,45.7289,45.239,22.7305,16.0,
2013_Liberty,BSth,33,12,101.6181,110.8314,0.2687262,48.5168,47.8134,19.8159,16.0,
2009_Memphis,CUSA,37,33,112.634,84.21,0.96611,50.1122,41.41,18.346,2.0,16.0
2009_North_Carolina,ACC,37,33,123.81,92.724,0.96542,52.845,46.661,16.69,1.0,1.0
2009_Connecticut,BE,36,31,116.316,87.13,0.96523,51.378,42.42,18.138,1.0,4.0
2009_Louisville,BE,37,31,112.832,86.52,0.95514,52.748,44.312,19.9123,1.0,8.0
2009_Pittsburgh,BE,35,30,121.42,93.227,0.95445,52.942,46.555,18.24,1.0,8.0
2009_Missouri,B12,38,31,117.19,91.617,0.94436,52.748,46.349,16.36,3.0,8.0
2009_Kansas,B12,35,27,114.424,90.49,0.93747,53.234,44.08,20.8186,3.0,16.0
2009_West_Virginia,BE,35,23,115.221,91.113,0.93668,48.5189,46.661,18.24,6.0,
2009_UCLA,P10,35,26,120.03,95.046,0.93639,55.74,49.8196,19.07,6.0,32.0
2009_Michigan_St_,B10,38,31,114.025,90.28,0.93631,49.8136,47.281,20.9196,2.0,2.0
2009_Gonzaga,WCC,33,27,116.911,92.519,0.936211,55.26,44.21,16.47,4.0,16.0
