Team,Conf,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,Seed,Result
2016_Arizona,P12,34,25,116.822,96.836,0.896821,53.635,46.228,18.2182,6.0,
2016_California,P12,34,23,113.245,93.912,0.896422,52.261,44.34,17.7139,4.0,
2016_Seton_Hall,BE,34,25,111.563,92.58,0.895623,49.8174,45.418,19.4259,6.0,
2016_Iowa,B10,33,22,115.627,96.835,0.885225,51.3108,48.08,14.811,7.0,32.0
2016_Butler,BE,33,22,119.113,99.879,0.884426,52.653,49.7162,14.57,9.0,32.0
2016_Maryland,B10,35,26,116.024,97.545,0.880028,55.213,46.532,18.9232,5.0,16.0
2016_Syracuse,ACC,37,23,112.555,94.721,0.878629,50.0161,47.359,18.1176,10.0,4.0
2016_VCU,A10,36,25,112.949,95.223,0.87733,51.0127,49.2127,16.355,10.0,32.0
2016_Utah,P12,35,26,116.523,98.457,0.875231,55.115,48.08,18.2182,3.0,32.0
2016_Baylor,B12,33,21,118.915,100.51,0.873432,51.695,51.2235,18.6211,5.0,
2016_Connecticut,Amer,36,25,111.465,94.62,0.867433,51.599,44.56,16.355,9.0,32.0
2016_Pittsburgh,ACC,32,20,114.931,97.952,0.863135,51.1122,50.0177,17.5126,10.0,
2016_Cincinnati,Amer,33,22,111.073,94.619,0.861936,49.3199,45.623,16.355,9.0,
2016_Saint_Joseph_s,A10,36,28,115.13,98.759,0.854837,51.2114,48.183,14.34,8.0,32.0
2016_Texas,B12,33,20,112.851,97.138,0.849539,49.4193,47.769,15.421,6.0,
2016_Wisconsin,B10,35,22,109.593,94.518,0.844441,48.5234,48.183,17.11,7.0,16.0
2016_USC,P12,34,21,114.533,99.88,0.830246,52.261,47.359,16.675,8.0,
2016_Providence,BE,35,24,110.384,96.329,0.827047,48.0251,49.3133,16.144,9.0,32.0
2016_Stephen_F__Austin,Slnd,30,24,111.072,97.037,0.825148,54.817,49.514,17.7139,14.0,32.0
2016_Yale,Ivy,29,22,110.088,96.532,0.81885,52.261,46.741,19.9284,12.0,32.0
2016_Notre_Dame,ACC,36,24,119.014,104.417,0.817551,54.029,49.514,15.318,6.0,8.0
2016_Michigan,B10,35,22,114.237,100.393,0.816552,54.52,51.4244,14.57,11.0,
2016_Texas_Tech,B12,32,19,113.742,100.083,0.813454,50.0161,49.6153,17.8151,8.0,
2016_Dayton,A10,33,25,106.3148,93.611,0.811755,51.695,46.949,18.6211,7.0,
2016_Northern_Iowa,MVC,35,22,110.78,97.647,0.808856,53.244,48.7105,15.216,11.0,32.0
2016_Colorado,P12,33,21,108.6109,96.228,0.802058,48.424,46.845,18.8223,8.0,
2016_Hawaii,BW,32,26,107.8116,96.026,0.79216,51.977,44.914,18.1176,13.0,32.0
2016_Oregon_St_,P12,31,18,110.977,99.269,0.782664,49.8174,49.514,16.675,7.0,
2016_Little_Rock,SB,33,28,108.6108,97.342,0.781066,51.977,45.924,15.627,12.0,32.0
2016_Tulsa,Amer,32,20,110.481,100.7104,0.741178,50.3147,48.289,15.627,11.0,
2016_South_Dakota_St_,Sum,32,24,111.564,102.0128,0.73618,51.3108,48.08,17.11,12.0,
2016_Temple,Amer,33,21,107.213,98.658,0.724085,47.029,46.431,13.82,10.0,
2016_UNC_Wilmington,CAA,31,23,110.482,101.9127,0.713892,51.2114,47.565,15.937,13.0,
2016_Cal_St__Bakersfield,WAC,30,21,104.6169,96.633,0.713693,49.3199,45.217,18.2182,15.0,
2016_Iona,MAAC,33,22,110.287,103.0142,0.6834105,53.832,48.8109,17.6133,13.0,
2016_Fresno_St_,MWC,33,23,107.2127,101.1112,0.662211,48.424,48.8109,15.113,14.0,
2016_Stony_Brook,AE,31,24,105.7157,100.392,0.6466113,52.261,47.667,17.3112,13.0,
2016_Chattanooga,SC,33,27,106.6137,101.8125,0.6296116,51.787,50.5195,18.0167,12.0,
2016_Middle_Tennessee,CUSA,33,23,104.8167,100.394,0.6236118,51.787,49.4137,17.11,15.0,32.0
2016_Buffalo,MAC,34,19,106.1151,103.415,0.5752134,49.6187,49.8167,18.8223,14.0,
2016_Green_Bay,Horz,34,21,107.9113,105.1183,0.5740136,49.8174,51.525,15.831,14.0,
2016_Weber_St_,BSky,32,23,102.7198,100.496,0.564414,54.52,47.462,19.6272,15.0,
2016_UNC_Asheville,BSth,32,20,102.3204,100.5101,0.5500145,49.6187,49.3133,18.6211,15.0,
2016_Florida_Gulf_Coast,ASun,31,17,103.8183,103.1144,0.5198155,51.599,47.769,17.2108,16.0,
2016_Austin_Peay,OVC,34,16,104.517,110.0273,0.3575226,51.3108,53.8327,20.2296,16.0,
2016_Southern,SWAC,32,19,100.0265,107.0215,0.3142249,48.5234,47.976,16.355,16.0,
2016_Hampton,MEAC,31,20,99.3276,108.3245,0.2688265,46.7295,48.6102,18.722,16.0,
2016_Holy_Cross,Pat,35,15,98.0296,107.6228,0.2527274,47.9256,53.2311,16.883,16.0,
2016_Fairleigh_Dickinson,NEC,32,17,104.1177,116.3341,0.2179288,51.2114,52.4292,17.7139,16.0,
2019_Gonzaga,WCC,37,33,124.41,91.08,0.97321,59.01,44.27,14.914,1.0,8.0
2019_Virginia,ACC,38,35,123.82,91.19,0.97142,55.219,44.78,14.711,1.0,1.0
2019_Texas_Tech,B12,38,31,115.917,86.41,0.96703,53.555,43.02,17.712,3.0,2.0
2019_Michigan,B10,37,30,115.323,86.82,0.96344,51.6126,44.15,13.94,2.0,16.0
2019_Duke,ACC,38,32,119.68,90.46,0.96185,53.652,45.09,17.5108,1.0,8.0
2019_Michigan_St_,B10,39,32,120.67,92.313,0.95616,55.219,43.94,18.5169,2.0,4.0
2019_North_Carolina,ACC,36,29,120.86,92.614,0.95517,52.978,48.986,17.28,1.0,16.0
2019_Kentucky,SEC,37,30,118.312,91.07,0.95338,53.074,46.622,18.618,2.0,8.0
2019_Purdue,B10,36,26,123.54,95.631,0.95019,53.652,49.094,15.824,3.0,8.0
2019_Tennessee,SEC,37,31,123.53,96.542,0.94471,55.318,48.148,15.824,2.0,16.0
2019_Houston,Amer,37,33,116.616,91.611,0.941111,52.1105,42.51,16.548,3.0,16.0
2019_Auburn,SEC,40,30,122.05,96.439,0.937612,54.431,51.7216,16.861,5.0,4.0
2019_Virginia_Tech,ACC,35,26,118.611,94.526,0.931513,55.614,49.094,17.39,4.0,16.0
2019_Kansas_St_,B12,34,25,108.885,89.04,0.909814,49.4236,48.254,17.4102,4.0,
2019_Florida_St_,ACC,37,29,112.539,92.112,0.909515,50.5176,47.228,18.9206,4.0,16.0
2019_Iowa_St_,B12,35,23,119.19,97.855,0.906216,54.726,48.464,16.339,6.0,
2019_Kansas,B12,36,26,113.728,93.717,0.903017,52.693,47.841,18.8194,4.0,32.0
2019_LSU,SEC,35,28,118.71,97.958,0.902018,51.2143,49.9133,17.9131,3.0,16.0
2019_Wisconsin,B10,34,23,109.082,89.85,0.902019,51.1152,45.211,14.68,5.0,
2019_Louisville,ACC,34,20,113.729,94.322,0.89622,50.9165,46.723,17.5108,7.0,
2019_UCF,Amer,33,24,113.63,94.424,0.893721,52.978,45.412,17.6115,9.0,32.0
2019_Mississippi_St_,SEC,34,23,117.713,98.06,0.891623,54.627,50.3153,19.2225,5.0,
2019_Florida,SEC,36,20,111.156,92.916,0.887624,49.8214,48.148,17.9131,10.0,32.0
2019_Wofford,SC,35,30,117.314,98.262,0.886025,57.54,49.9133,16.13,7.0,32.0
2019_Cincinnati,Amer,35,28,113.235,95.028,0.882226,49.0254,48.675,16.027,7.0,
2019_VCU,A10,33,25,105.6153,88.73,0.881227,50.1198,43.53,20.0275,8.0,
2019_Maryland,B10,34,23,112.441,94.525,0.880128,51.4135,45.916,19.4237,6.0,32.0
2019_Buffalo,MAC,36,32,114.524,96.438,0.879029,53.459,47.33,16.027,6.0,32.0
2019_Oklahoma,B12,34,20,111.354,94.323,0.870031,50.4182,47.534,17.069,9.0,32.0
2019_Oregon,P12,38,25,109.08,92.815,0.864333,52.011,46.419,17.8122,12.0,16.0
2019_Saint_Mary_s,WCC,34,22,114.126,97.451,0.860634,53.848,48.986,16.235,11.0,
2019_Nevada,MWC,34,29,113.531,97.046,0.859935,53.749,47.739,14.68,7.0,
2019_Syracuse,ACC,34,20,111.352,95.43,0.854836,49.6222,48.148,18.5169,8.0,
2019_Marquette,BE,34,24,112.637,97.047,0.846537,53.555,46.318,19.4237,5.0,
2019_Villanova,BE,36,26,115.521,100.193,0.838339,53.267,50.4157,16.967,6.0,32.0
2019_Mississippi,SEC,33,20,114.027,99.077,0.83514,53.171,51.0178,18.2149,8.0,
2019_Baylor,B12,34,20,115.422,100.498,0.831641,51.2143,49.11,19.7257,9.0,32.0
2019_Utah_St_,MWC,35,28,112.443,97.856,0.831342,53.946,46.52,18.2149,8.0,
2019_Iowa,B10,35,23,116.815,101.812,0.829044,52.79,51.5206,17.28,10.0,32.0
2019_Ohio_St_,B10,35,20,108.689,95.029,0.822745,50.3188,48.36,18.7186,11.0,32.0
2019_Minnesota,B10,36,22,111.157,97.553,0.817847,48.2285,49.5116,17.174,10.0,32.0
2019_New_Mexico_St_,WAC,35,30,112.936,99.281,0.815349,54.142,48.986,17.9131,12.0,
2019_Belmont,OVC,33,27,115.918,102.0123,0.81275,57.63,48.778,15.216,11.0,
2019_Washington,P12,36,27,106.5136,94.221,0.804051,52.1105,47.534,19.8262,9.0,32.0
2019_Murray_St_,OVC,33,28,111.548,99.688,0.784459,54.823,46.52,17.28,12.0,32.0
2019_Temple,Amer,33,23,110.362,98.774,0.78076,49.9208,50.6163,15.721,11.0,
2019_Arizona_St_,P12,34,23,109.674,98.772,0.769164,50.6174,48.57,18.7186,11.0,
2019_Seton_Hall,BE,34,20,108.886,98.161,0.766865,49.9208,49.6122,17.5108,10.0,
2019_UC_Irvine,BW,37,31,108.31,98.669,0.745571,51.3139,44.15,17.5108,13.0,32.0
2019_Liberty,ASun,36,29,110.265,100.6103,0.740972,55.91,48.986,17.28,12.0,32.0
2019_Vermont,AE,34,27,108.2101,99.076,0.735375,52.693,48.778,16.861,13.0,
2019_Yale,Ivy,30,22,111.647,103.5153,0.702882,55.614,47.33,17.8122,14.0,
2019_St__John_s,BE,34,21,108.398,100.6104,0.699784,51.9117,50.7165,14.36,11.0,
2019_Northeastern,CAA,34,23,110.266,103.5151,0.671998,56.55,52.1233,16.653,13.0,
2019_Northern_Kentucky,Horz,35,26,108.983,102.3134,0.670599,54.627,49.11,17.8122,14.0,
2019_Saint_Louis,A10,36,23,102.3212,96.743,0.6568108,46.7324,46.927,19.323,13.0,
2019_Georgia_St_,SB,34,24,107.7113,102.2131,0.6463114,53.749,50.3153,16.443,14.0,
2019_Old_Dominion,CUSA,35,26,100.2258,95.732,0.6309122,47.1313,45.614,17.8122,14.0,
2019_Colgate,Pat,35,24,110.264,106.422,0.5997135,55.91,50.7165,19.323,15.0,
2019_Montana,BSky,35,26,107.3123,104.1163,0.5861136,56.18,50.1143,17.39,15.0,
2019_Bradley,MVC,35,20,102.122,101.5113,0.5167153,49.722,47.636,18.8194,15.0,
2019_Abilene_Christian,Slnd,34,27,102.0224,101.6115,0.5120154,51.9117,49.8132,17.39,15.0,
2019_Gardner_Webb,BSth,35,23,107.1128,107.6242,0.4868167,54.823,50.516,17.174,16.0,
2019_North_Dakota_St_,Sum,35,19,107.7114,110.0283,0.4402192,53.555,53.63,15.721,16.0,
2019_Iona,MAAC,33,17,106.3138,109.7276,0.4123202,53.074,52.3249,17.39,16.0,
2019_Prairie_View_A_M,SWAC,35,22,102.9201,106.5223,0.4017207,49.0254,51.2192,17.4102,16.0,
2019_Fairleigh_Dickinson,NEC,35,21,105.7149,111.2299,0.3582224,54.237,52.0228,19.7257,16.0,
2019_North_Carolina_Central,MEAC,34,18,99.2277,109.1268,0.2513291,49.9208,49.9133,22.7338,16.0,
2017_Gonzaga,WCC,39,37,118.517,87.21,0.97131,56.68,41.11,16.235,1.0,2.0
2017_North_Carolina,ACC,40,33,121.69,92.49,0.95922,51.7111,48.168,16.235,1.0,1.0
2017_Villanova,BE,36,32,122.95,93.518,0.95863,57.54,48.168,17.173,1.0,32.0
2017_Florida,SEC,36,27,117.323,90.03,0.95484,51.6116,45.818,16.96,4.0,8.0
2017_Kentucky,SEC,38,32,119.113,92.37,0.94935,52.965,47.543,15.719,2.0,8.0
2017_West_Virginia,B12,37,28,116.03,90.35,0.94716,51.3136,48.894,17.067,4.0,16.0
2017_Virginia,ACC,34,23,112.548,87.92,0.94487,52.482,46.121,15.616,5.0,32.0
2017_Louisville,ACC,34,25,118.221,92.48,0.94478,51.4126,45.717,16.025,2.0,32.0
2017_Kansas,B12,36,31,122.28,95.632,0.94429,56.112,48.168,17.698,1.0,8.0
2017_Duke,ACC,37,28,122.86,96.543,0.94081,54.828,47.439,16.341,2.0,32.0
2017_SMU,Amer,35,30,120.91,95.129,0.940511,54.631,46.019,16.96,6.0,
2017_Wichita_St_,MVC,36,31,118.122,93.216,0.938212,54.234,43.84,16.235,10.0,32.0
2017_Michigan,B10,38,26,124.02,98.663,0.933313,57.06,51.9224,14.24,7.0,16.0
2017_Saint_Mary_s,WCC,34,29,118.915,94.724,0.931514,57.82,45.312,17.593,7.0,32.0
2017_Oregon,P12,39,33,118.518,94.826,0.928415,55.517,46.427,17.173,3.0,4.0
2017_Cincinnati,Amer,36,30,116.031,93.012,0.927216,52.0102,45.211,15.314,6.0,32.0
2017_Purdue,B10,35,27,117.324,94.121,0.926017,55.715,47.751,18.3151,4.0,16.0
2017_Iowa_St_,B12,35,24,120.611,97.249,0.922518,55.024,49.0101,14.13,5.0,32.0
2017_Wisconsin,B10,37,27,115.334,93.114,0.921619,52.197,47.543,17.067,8.0,16.0
2017_Oklahoma_St_,B12,33,20,127.41,103.4149,0.91712,54.039,53.2296,18.2142,10.0,
2017_Notre_Dame,ACC,36,26,120.012,97.451,0.917021,53.649,49.1109,14.02,5.0,32.0
2017_Baylor,B12,35,27,117.025,95.028,0.916822,52.575,46.121,20.6306,3.0,16.0
2017_UCLA,P12,36,31,123.53,100.59,0.914823,59.81,48.788,15.11,3.0,16.0
2017_Arizona,P12,37,32,118.42,96.542,0.913224,53.746,47.751,16.649,2.0,16.0
2017_South_Carolina,SEC,37,26,109.483,90.04,0.903925,47.3304,45.515,18.4159,7.0,4.0
2017_Butler,BE,34,25,118.519,97.857,0.900426,54.631,50.8185,15.09,4.0,16.0
2017_Florida_St_,ACC,35,26,116.129,96.237,0.896927,53.746,47.959,16.444,3.0,32.0
2017_Creighton,BE,35,25,115.235,96.238,0.887928,57.63,49.9138,17.173,6.0,
2017_Vanderbilt,SEC,35,19,113.144,94.725,0.884529,52.197,48.168,18.2142,9.0,
2017_Marquette,BE,32,19,122.57,102.9129,0.88153,57.54,52.2239,17.381,10.0,
2017_Wake_Forest,ACC,33,19,123.04,103.7157,0.877331,54.136,52.7269,16.444,11.0,
2017_Kansas_St_,B12,35,21,112.946,95.33,0.876332,52.768,49.6122,19.1219,11.0,
2017_Miami_FL,ACC,33,21,111.46,94.12,0.874533,51.0153,47.648,19.5243,8.0,
2017_Rhode_Island,A10,35,25,112.054,95.027,0.870134,50.8165,45.09,16.444,11.0,32.0
2017_Xavier,BE,38,24,116.327,98.964,0.865835,51.9106,51.6214,18.4159,11.0,8.0
2017_Minnesota,B10,34,24,110.17,93.919,0.862336,48.7242,45.11,16.13,5.0,
2017_Michigan_St_,B10,35,20,112.349,95.834,0.861137,54.039,46.729,20.5304,9.0,32.0
2017_Northwestern,B10,36,24,111.957,95.835,0.855439,49.7206,46.121,16.025,8.0,32.0
2017_Maryland,B10,33,24,114.139,98.965,0.838142,52.482,47.543,19.0213,6.0,
2017_Virginia_Tech,ACC,33,22,119.014,103.5151,0.834144,56.97,51.0191,17.278,9.0,
2017_Middle_Tennessee,CUSA,36,31,112.152,97.653,0.831946,54.136,47.959,15.616,12.0,32.0
2017_Arkansas,SEC,36,26,115.533,100.892,0.828248,51.4126,47.856,16.649,8.0,32.0
2017_Dayton,A10,32,24,111.858,97.959,0.82275,53.649,47.751,16.96,7.0,
2017_Providence,BE,33,20,108.991,95.431,0.820251,51.4126,49.6122,18.4159,11.0,
2017_Seton_Hall,BE,33,21,109.775,96.644,0.811852,49.9196,49.0101,19.5243,9.0,
2017_Nevada,MWC,35,28,114.737,101.6109,0.800855,52.575,48.377,15.515,12.0,
2017_Princeton,Ivy,30,23,108.696,96.34,0.798658,53.259,48.788,15.211,12.0,
2017_VCU,A10,35,26,108.892,96.846,0.793161,51.0153,47.543,17.8109,10.0,
2017_USC,P12,36,26,114.138,101.6106,0.792662,52.294,50.115,15.719,11.0,32.0
2017_UNC_Wilmington,CAA,35,29,118.816,105.9203,0.789163,55.024,53.2296,13.91,12.0,
2017_Vermont,AE,35,29,111.062,99.069,0.787564,55.319,48.684,17.067,13.0,
2017_East_Tennessee_St_,SC,35,27,108.21,98.061,0.757971,55.814,48.788,20.8313,13.0,
2017_Bucknell,Pat,35,26,109.187,99.881,0.734477,55.319,48.064,18.9208,13.0,
2017_New_Mexico_St_,WAC,34,28,110.368,103.3148,0.678192,52.768,47.959,19.5243,14.0,
2017_Florida_Gulf_Coast,ASun,34,26,108.893,104.3173,0.6191113,53.942,49.3116,17.9117,14.0,
2017_Winthrop,BSth,33,26,106.313,102.2116,0.6112114,53.552,46.729,17.8109,13.0,
2017_Iona,MAAC,35,22,110.269,106.7215,0.5918126,53.455,50.0145,16.547,14.0,
2017_Troy,SB,37,22,109.679,107.3225,0.5610138,51.6116,50.115,17.8109,15.0,
2017_Northern_Kentucky,Horz,35,24,106.5125,105.0186,0.5411144,52.482,49.7128,18.8199,15.0,
2017_Kent_St_,MAC,36,22,105.1158,103.716,0.5367145,48.2267,50.115,17.9117,14.0,
2017_North_Dakota,BSky,32,22,103.9176,103.415,0.5135157,53.455,50.718,18.3151,15.0,
2017_Jacksonville_St_,OVC,35,20,105.4149,105.1188,0.5083162,52.674,49.4117,20.7309,15.0,
2017_North_Carolina_Central,MEAC,34,25,102.3214,102.0113,0.5083163,51.3136,45.312,17.8109,16.0,
2017_South_Dakota_St_,Sum,35,18,109.09,110.629,0.4590184,53.259,53.8311,18.4159,16.0,
2017_New_Orleans,Slnd,32,20,100.6246,102.1115,0.4584185,50.2184,50.3157,23.7349,16.0,
2017_Mount_St__Mary_s,NEC,36,20,99.8262,102.5123,0.42502,51.0153,49.9138,19.2223,16.0,
2017_UC_Davis,BW,36,23,98.3286,101.6108,0.4062204,48.4255,48.788,20.3289,16.0,
2017_Texas_Southern,SWAC,35,23,101.8221,107.3228,0.3526225,48.1271,49.1109,16.649,16.0,
2015_Kentucky,SEC,39,38,121.86,86.11,0.98171,51.575,39.61,16.332,1.0,4.0
2015_Duke,ACC,39,35,126.83,92.811,0.97312,56.64,46.569,16.332,1.0,1.0
2015_Wisconsin,B10,40,36,130.51,95.837,0.97223,54.816,47.711,12.41,1.0,2.0
2015_Arizona,P12,38,34,119.211,89.23,0.96554,53.531,45.125,16.539,2.0,8.0
2015_Villanova,BE,36,33,123.64,93.314,0.96205,55.313,45.536,16.332,1.0,32.0
2015_Virginia,ACC,34,30,113.93,86.42,0.95996,50.696,42.34,15.713,2.0,32.0
2015_Gonzaga,WCC,37,34,122.05,95.23,0.94557,57.92,44.214,16.126,2.0,8.0
2015_Utah,P12,34,25,116.517,91.08,0.94498,55.214,43.05,18.2108,5.0,16.0
2015_North_Carolina,ACC,38,26,121.27,94.622,0.94499,51.673,45.434,18.2108,4.0,16.0
2015_Notre_Dame,ACC,38,32,127.02,100.9112,0.93351,58.31,47.9115,14.53,3.0,8.0
2015_Oklahoma,B12,35,24,113.039,90.76,0.925711,49.3155,44.111,17.679,3.0,16.0
2015_Michigan_St_,B10,39,27,117.913,94.824,0.924712,53.238,44.924,17.572,7.0,4.0
2015_Baylor,B12,33,23,117.714,95.026,0.921813,49.8123,45.848,20.1239,3.0,
2015_Wichita_St_,MVC,34,29,116.119,93.717,0.921514,50.3102,45.848,15.06,7.0,16.0
2015_Louisville,ACC,36,27,111.061,89.65,0.921015,47.7229,44.09,17.26,4.0,8.0
2015_Kansas,B12,36,27,114.927,92.912,0.920416,49.4146,44.618,19.2176,2.0,32.0
2015_Northern_Iowa,MVC,35,31,117.316,95.128,0.917417,55.99,45.641,17.888,5.0,32.0
2015_Iowa,B10,34,22,115.324,94.118,0.911918,48.121,45.641,17.154,7.0,32.0
2015_Iowa_St_,B12,34,25,119.112,98.263,0.902219,54.322,47.61,15.818,3.0,
2015_Ohio_St_,B10,35,24,115.523,95.434,0.90082,54.225,46.463,17.05,10.0,32.0
2015_Butler,BE,34,23,109.968,90.87,0.900521,48.4195,46.773,17.05,6.0,32.0
2015_Xavier,BE,37,23,117.415,97.457,0.895622,53.335,50.0212,18.1101,6.0,16.0
2015_Texas,B12,34,20,112.146,93.616,0.888323,49.1168,42.12,20.1239,11.0,
2015_Georgetown,BE,33,22,114.329,96.039,0.881324,51.377,47.189,19.2176,4.0,32.0
2015_Providence,BE,34,22,113.038,95.938,0.868725,48.4195,48.2133,18.1101,6.0,
2015_San_Diego_St_,MWC,35,26,105.0159,89.64,0.861827,46.6273,43.57,18.6133,8.0,32.0
2015_BYU,WCC,33,23,120.01,102.4134,0.861628,53.238,49.6191,16.437,11.0,
2015_West_Virginia,B12,35,25,111.95,95.535,0.860929,46.1291,52.7302,18.714,5.0,16.0
2015_Arkansas,SEC,36,27,115.026,98.365,0.85883,50.0113,48.3135,16.945,5.0,32.0
2015_SMU,Amer,33,26,112.942,96.751,0.856731,52.155,45.745,19.5203,6.0,
2015_N_C__State,ACC,36,22,115.622,99.176,0.855232,49.3155,45.536,16.022,8.0,16.0
2015_Maryland,B10,35,28,111.851,96.04,0.851933,51.28,45.536,18.9161,4.0,32.0
2015_Purdue,B10,34,21,112.149,96.344,0.851634,50.3102,45.434,19.9226,9.0,
2015_St__John_s,BE,32,20,112.147,96.954,0.842036,49.3155,46.463,15.713,9.0,
2015_Davidson,A10,31,23,120.29,104.2174,0.837337,55.412,49.3177,14.12,10.0,
2015_Georgia,SEC,33,21,109.277,94.823,0.835538,48.5193,44.415,19.2176,10.0,
2015_Indiana,B10,34,20,121.08,105.1187,0.833739,54.42,50.3224,17.26,10.0,
2015_Cincinnati,Amer,34,23,108.391,94.219,0.83314,49.5143,44.111,21.0299,8.0,32.0
2015_LSU,SEC,33,22,109.374,95.229,0.831842,50.3102,44.618,20.2252,9.0,
2015_VCU,A10,36,26,110.465,96.141,0.830143,48.7188,49.5188,15.713,7.0,
2015_Oklahoma_St_,B12,31,17,112.345,97.96,0.829244,50.2105,46.569,18.513,9.0,16.0
2015_UCLA,P12,36,22,113.434,98.972,0.828745,49.6137,48.5149,17.679,11.0,
2015_Oregon,P12,35,25,115.821,101.3114,0.823547,52.348,48.012,16.945,8.0,32.0
2015_Boise_St_,MWC,32,23,111.457,97.961,0.816149,53.238,47.61,16.126,11.0,
2015_Dayton,A10,36,27,108.883,96.649,0.797653,52.943,47.395,17.992,11.0,32.0
2015_Stephen_F__Austin,Slnd,31,26,113.137,100.6109,0.794056,55.611,49.0164,20.326,12.0,
2015_Mississippi,SEC,34,21,113.732,101.4118,0.78746,47.8224,47.61,16.539,11.0,
2015_Georgia_St_,SB,34,24,111.756,100.093,0.779764,52.061,45.848,16.332,14.0,32.0
2015_Buffalo,MAC,33,23,111.06,99.889,0.772069,48.7188,48.5149,16.743,12.0,
2015_Valparaiso,Horz,31,25,107.0112,96.547,0.766271,51.377,45.227,19.0165,13.0,
2015_UC_Irvine,BW,32,19,107.0112,98.973,0.711182,50.791,44.72,18.2108,13.0,
2015_Harvard,Ivy,28,20,104.4169,96.955,0.701388,47.1251,46.671,18.4121,13.0,
2015_New_Mexico_St_,WAC,32,21,106.2136,100.195,0.6636103,50.696,46.463,21.8319,15.0,
2015_Wofford,SC,33,26,104.7161,98.871,0.6611105,51.183,47.084,17.26,12.0,
2015_Northeastern,CAA,35,23,109.08,102.9144,0.6600106,54.518,49.8203,21.5307,14.0,
2015_Wyoming,MWC,33,23,104.3172,100.196,0.6174119,52.254,47.084,18.8152,12.0,
2015_Albany,AE,33,24,107.111,104.1169,0.5811132,49.9119,49.6191,18.8152,14.0,
2015_Eastern_Washington,BSky,32,23,112.344,109.4277,0.5742134,55.115,52.3292,15.919,13.0,
2015_UAB,CUSA,35,19,104.5167,102.1125,0.5670137,47.6231,47.61,20.1239,14.0,32.0
2015_Belmont,OVC,32,21,110.963,108.6254,0.5604141,56.55,51.3264,20.326,15.0,
2015_Coastal_Carolina,BSth,30,20,106.8115,104.8181,0.5549143,50.0113,47.711,17.572,16.0,
2015_Manhattan,MAAC,33,19,102.0221,101.0113,0.5294148,49.4146,48.1128,21.1301,16.0,
2015_North_Florida,ASun,32,20,107.3107,106.8219,0.5153157,53.629,47.9115,18.3113,16.0,
2015_North_Dakota_St_,Sum,31,21,102.8201,102.5138,0.5079162,49.7131,48.1128,16.022,15.0,
2015_Robert_Morris,NEC,35,20,102.8198,105.1186,0.4392185,50.1107,49.3177,19.822,16.0,
2015_Lafayette,Pat,32,19,112.148,116.234,0.3979211,55.81,53.5325,17.154,16.0,
2015_Texas_Southern,SWAC,35,22,104.3171,109.7284,0.3594232,49.5143,49.3177,19.7214,15.0,
2015_Hampton,MEAC,35,17,97.1301,104.0165,0.3122254,45.6303,46.463,20.2252,16.0,
